suicides_no,year,country,sex,age
12,2014,Thailand,M,5-14 years
174,2015,Thailand,M,75+ years
1482,2015,Thailand,M,35-54 years
718,2015,Thailand,M,55-74 years
663,2015,Thailand,M,25-34 years
317,2015,Thailand,M,15-24 years
248,2015,Thailand,F,55-74 years
63,2015,Thailand,F,75+ years
363,2015,Thailand,F,35-54 years
96,2015,Thailand,F,25-34 years
55,2015,Thailand,F,15-24 years
14,2015,Thailand,F,5-14 years
12,2015,Thailand,M,5-14 years
734,2016,Thailand,M,55-74 years
1421,2016,Thailand,M,35-54 years
152,2016,Thailand,M,75+ years
646,2016,Thailand,M,25-34 years
322,2016,Thailand,M,15-24 years
69,2016,Thailand,F,75+ years
222,2016,Thailand,F,55-74 years
375,2016,Thailand,F,35-54 years
116,2016,Thailand,F,25-34 years
60,2016,Thailand,F,15-24 years
9,1985,Trinidad and Tobago,M,35-54 years
8,1985,Trinidad and Tobago,M,25-34 years
2,1985,Trinidad and Tobago,M,55-74 years
4,1985,Trinidad and Tobago,M,15-24 years
3,1985,Trinidad and Tobago,F,15-24 years
2,1985,Trinidad and Tobago,F,25-34 years
1,1985,Trinidad and Tobago,M,5-14 years
25,1986,Trinidad and Tobago,M,25-34 years
21,1986,Trinidad and Tobago,M,35-54 years
8,1986,Trinidad and Tobago,M,55-74 years
1,1986,Trinidad and Tobago,M,75+ years
13,1986,Trinidad and Tobago,M,15-24 years
12,1986,Trinidad and Tobago,F,15-24 years
9,1986,Trinidad and Tobago,F,25-34 years
1,1986,Trinidad and Tobago,F,75+ years
9,1986,Trinidad and Tobago,F,35-54 years
4,1986,Trinidad and Tobago,F,55-74 years
1,1986,Trinidad and Tobago,M,5-14 years
4,1987,Trinidad and Tobago,M,75+ years
30,1987,Trinidad and Tobago,M,25-34 years
23,1987,Trinidad and Tobago,M,35-54 years
25,1987,Trinidad and Tobago,M,15-24 years
9,1987,Trinidad and Tobago,M,55-74 years
9,1987,Trinidad and Tobago,F,35-54 years
7,1987,Trinidad and Tobago,F,25-34 years
8,1987,Trinidad and Tobago,F,15-24 years
2,1987,Trinidad and Tobago,F,55-74 years
1,1987,Trinidad and Tobago,F,5-14 years
1,1987,Trinidad and Tobago,M,5-14 years
5,1988,Trinidad and Tobago,M,75+ years
39,1988,Trinidad and Tobago,M,25-34 years
20,1988,Trinidad and Tobago,M,55-74 years
32,1988,Trinidad and Tobago,M,35-54 years
22,1988,Trinidad and Tobago,M,15-24 years
2,1988,Trinidad and Tobago,F,75+ years
16,1988,Trinidad and Tobago,F,25-34 years
13,1988,Trinidad and Tobago,F,35-54 years
10,1988,Trinidad and Tobago,F,15-24 years
4,1988,Trinidad and Tobago,F,5-14 years
1,1988,Trinidad and Tobago,F,55-74 years
45,1989,Trinidad and Tobago,M,35-54 years
37,1989,Trinidad and Tobago,M,25-34 years
15,1989,Trinidad and Tobago,M,55-74 years
30,1989,Trinidad and Tobago,M,15-24 years
2,1989,Trinidad and Tobago,M,75+ years
20,1989,Trinidad and Tobago,F,15-24 years
11,1989,Trinidad and Tobago,F,35-54 years
1,1989,Trinidad and Tobago,F,75+ years
5,1989,Trinidad and Tobago,F,25-34 years
2,1989,Trinidad and Tobago,F,55-74 years
3,1989,Trinidad and Tobago,M,5-14 years
2,1989,Trinidad and Tobago,F,5-14 years
43,1990,Trinidad and Tobago,M,25-34 years
16,1990,Trinidad and Tobago,M,55-74 years
34,1990,Trinidad and Tobago,M,35-54 years
30,1990,Trinidad and Tobago,M,15-24 years
17,1990,Trinidad and Tobago,F,15-24 years
1,1990,Trinidad and Tobago,M,75+ years
11,1990,Trinidad and Tobago,F,35-54 years
5,1990,Trinidad and Tobago,F,55-74 years
8,1990,Trinidad and Tobago,F,25-34 years
1,1990,Trinidad and Tobago,F,75+ years
3,1990,Trinidad and Tobago,F,5-14 years
1,1990,Trinidad and Tobago,M,5-14 years
42,1991,Trinidad and Tobago,M,15-24 years
16,1991,Trinidad and Tobago,M,55-74 years
32,1991,Trinidad and Tobago,M,25-34 years
27,1991,Trinidad and Tobago,M,35-54 years
11,1991,Trinidad and Tobago,F,15-24 years
8,1991,Trinidad and Tobago,F,35-54 years
1,1991,Trinidad and Tobago,F,75+ years
4,1991,Trinidad and Tobago,F,25-34 years
2,1991,Trinidad and Tobago,F,55-74 years
4,1991,Trinidad and Tobago,F,5-14 years
1,1991,Trinidad and Tobago,M,5-14 years
7,1992,Trinidad and Tobago,M,75+ years
37,1992,Trinidad and Tobago,M,25-34 years
44,1992,Trinidad and Tobago,M,35-54 years
16,1992,Trinidad and Tobago,M,55-74 years
31,1992,Trinidad and Tobago,M,15-24 years
9,1992,Trinidad and Tobago,F,15-24 years
6,1992,Trinidad and Tobago,F,25-34 years
3,1992,Trinidad and Tobago,F,55-74 years
5,1992,Trinidad and Tobago,F,35-54 years
3,1992,Trinidad and Tobago,F,5-14 years
2,1992,Trinidad and Tobago,M,5-14 years
59,1993,Trinidad and Tobago,M,35-54 years
46,1993,Trinidad and Tobago,M,25-34 years
16,1993,Trinidad and Tobago,M,55-74 years
26,1993,Trinidad and Tobago,M,15-24 years
9,1993,Trinidad and Tobago,F,15-24 years
1,1993,Trinidad and Tobago,M,75+ years
6,1993,Trinidad and Tobago,F,25-34 years
3,1993,Trinidad and Tobago,F,55-74 years
6,1993,Trinidad and Tobago,F,35-54 years
2,1993,Trinidad and Tobago,F,5-14 years
23,1994,Trinidad and Tobago,M,55-74 years
35,1994,Trinidad and Tobago,M,25-34 years
35,1994,Trinidad and Tobago,M,35-54 years
3,1994,Trinidad and Tobago,M,75+ years
20,1994,Trinidad and Tobago,M,15-24 years
10,1994,Trinidad and Tobago,F,25-34 years
10,1994,Trinidad and Tobago,F,15-24 years
7,1994,Trinidad and Tobago,F,35-54 years
3,1994,Trinidad and Tobago,F,55-74 years
2,1994,Trinidad and Tobago,M,5-14 years
8,1995,Trinidad and Tobago,M,75+ years
42,1995,Trinidad and Tobago,M,25-34 years
23,1995,Trinidad and Tobago,M,55-74 years
54,1995,Trinidad and Tobago,M,35-54 years
17,1995,Trinidad and Tobago,M,15-24 years
10,1995,Trinidad and Tobago,F,25-34 years
10,1995,Trinidad and Tobago,F,15-24 years
11,1995,Trinidad and Tobago,F,35-54 years
4,1995,Trinidad and Tobago,F,55-74 years
4,1995,Trinidad and Tobago,F,5-14 years
1,1995,Trinidad and Tobago,M,5-14 years
6,1996,Trinidad and Tobago,M,75+ years
29,1996,Trinidad and Tobago,M,25-34 years
17,1996,Trinidad and Tobago,M,55-74 years
43,1996,Trinidad and Tobago,M,35-54 years
16,1996,Trinidad and Tobago,M,15-24 years
15,1996,Trinidad and Tobago,F,15-24 years
2,1996,Trinidad and Tobago,F,75+ years
5,1996,Trinidad and Tobago,F,55-74 years
6,1996,Trinidad and Tobago,F,25-34 years
5,1996,Trinidad and Tobago,F,35-54 years
2,1996,Trinidad and Tobago,F,5-14 years
5,1997,Trinidad and Tobago,M,75+ years
34,1997,Trinidad and Tobago,M,25-34 years
19,1997,Trinidad and Tobago,M,55-74 years
44,1997,Trinidad and Tobago,M,35-54 years
25,1997,Trinidad and Tobago,M,15-24 years
13,1997,Trinidad and Tobago,F,15-24 years
8,1997,Trinidad and Tobago,F,25-34 years
4,1997,Trinidad and Tobago,F,55-74 years
6,1997,Trinidad and Tobago,F,35-54 years
2,1997,Trinidad and Tobago,M,5-14 years
5,1998,Trinidad and Tobago,M,75+ years
64,1998,Trinidad and Tobago,M,35-54 years
32,1998,Trinidad and Tobago,M,25-34 years
16,1998,Trinidad and Tobago,M,55-74 years
23,1998,Trinidad and Tobago,M,15-24 years
2,1998,Trinidad and Tobago,F,75+ years
10,1998,Trinidad and Tobago,F,15-24 years
7,1998,Trinidad and Tobago,F,25-34 years
7,1998,Trinidad and Tobago,F,35-54 years
3,1998,Trinidad and Tobago,F,5-14 years
1,1998,Trinidad and Tobago,F,55-74 years
1,1998,Trinidad and Tobago,M,5-14 years
25,1999,Trinidad and Tobago,M,55-74 years
28,1999,Trinidad and Tobago,M,25-34 years
39,1999,Trinidad and Tobago,M,35-54 years
16,1999,Trinidad and Tobago,M,15-24 years
8,1999,Trinidad and Tobago,F,25-34 years
1,1999,Trinidad and Tobago,M,75+ years
8,1999,Trinidad and Tobago,F,15-24 years
9,1999,Trinidad and Tobago,F,35-54 years
4,1999,Trinidad and Tobago,F,55-74 years
1,1999,Trinidad and Tobago,F,75+ years
4,2000,Trinidad and Tobago,M,75+ years
54,2000,Trinidad and Tobago,M,35-54 years
30,2000,Trinidad and Tobago,M,25-34 years
20,2000,Trinidad and Tobago,M,55-74 years
5,2000,Trinidad and Tobago,F,75+ years
25,2000,Trinidad and Tobago,M,15-24 years
9,2000,Trinidad and Tobago,F,15-24 years
4,2000,Trinidad and Tobago,F,55-74 years
5,2000,Trinidad and Tobago,F,25-34 years
7,2000,Trinidad and Tobago,F,35-54 years
2,2000,Trinidad and Tobago,F,5-14 years
1,2000,Trinidad and Tobago,M,5-14 years
7,2001,Trinidad and Tobago,M,75+ years
61,2001,Trinidad and Tobago,M,35-54 years
26,2001,Trinidad and Tobago,M,25-34 years
18,2001,Trinidad and Tobago,M,55-74 years
29,2001,Trinidad and Tobago,M,15-24 years
16,2001,Trinidad and Tobago,F,15-24 years
5,2001,Trinidad and Tobago,F,55-74 years
10,2001,Trinidad and Tobago,F,35-54 years
1,2001,Trinidad and Tobago,F,75+ years
4,2001,Trinidad and Tobago,F,25-34 years
2,2001,Trinidad and Tobago,F,5-14 years
29,2002,Trinidad and Tobago,M,25-34 years
49,2002,Trinidad and Tobago,M,35-54 years
19,2002,Trinidad and Tobago,M,55-74 years
3,2002,Trinidad and Tobago,M,75+ years
29,2002,Trinidad and Tobago,M,15-24 years
9,2002,Trinidad and Tobago,F,25-34 years
7,2002,Trinidad and Tobago,F,15-24 years
1,2002,Trinidad and Tobago,F,75+ years
7,2002,Trinidad and Tobago,F,35-54 years
2,2002,Trinidad and Tobago,F,5-14 years
1,2002,Trinidad and Tobago,F,55-74 years
4,2003,Trinidad and Tobago,M,75+ years
20,2003,Trinidad and Tobago,M,55-74 years
25,2003,Trinidad and Tobago,M,25-34 years
36,2003,Trinidad and Tobago,M,35-54 years
23,2003,Trinidad and Tobago,M,15-24 years
13,2003,Trinidad and Tobago,F,15-24 years
2,2003,Trinidad and Tobago,F,75+ years
13,2003,Trinidad and Tobago,F,35-54 years
5,2003,Trinidad and Tobago,F,25-34 years
2,2003,Trinidad and Tobago,F,55-74 years
1,2003,Trinidad and Tobago,M,5-14 years
41,2004,Trinidad and Tobago,M,25-34 years
5,2004,Trinidad and Tobago,M,75+ years
23,2004,Trinidad and Tobago,M,55-74 years
48,2004,Trinidad and Tobago,M,35-54 years
26,2004,Trinidad and Tobago,M,15-24 years
2,2004,Trinidad and Tobago,F,75+ years
7,2004,Trinidad and Tobago,F,55-74 years
6,2004,Trinidad and Tobago,F,25-34 years
6,2004,Trinidad and Tobago,F,35-54 years
3,2004,Trinidad and Tobago,F,15-24 years
1,2004,Trinidad and Tobago,F,5-14 years
4,2005,Trinidad and Tobago,M,75+ years
30,2005,Trinidad and Tobago,M,25-34 years
46,2005,Trinidad and Tobago,M,35-54 years
12,2005,Trinidad and Tobago,M,55-74 years
18,2005,Trinidad and Tobago,M,15-24 years
2,2005,Trinidad and Tobago,F,75+ years
10,2005,Trinidad and Tobago,F,15-24 years
5,2005,Trinidad and Tobago,F,25-34 years
6,2005,Trinidad and Tobago,F,35-54 years
2,2005,Trinidad and Tobago,F,55-74 years
1,2005,Trinidad and Tobago,F,5-14 years
46,2006,Trinidad and Tobago,M,35-54 years
24,2006,Trinidad and Tobago,M,25-34 years
3,2006,Trinidad and Tobago,M,75+ years
17,2006,Trinidad and Tobago,M,55-74 years
23,2006,Trinidad and Tobago,M,15-24 years
6,2006,Trinidad and Tobago,F,55-74 years
7,2006,Trinidad and Tobago,F,15-24 years
5,2006,Trinidad and Tobago,F,25-34 years
8,2006,Trinidad and Tobago,F,35-54 years
2,2006,Trinidad and Tobago,M,5-14 years
5,2007,Trinidad and Tobago,M,75+ years
38,2007,Trinidad and Tobago,M,25-34 years
34,2007,Trinidad and Tobago,M,35-54 years
14,2007,Trinidad and Tobago,M,55-74 years
20,2007,Trinidad and Tobago,M,15-24 years
6,2007,Trinidad and Tobago,F,25-34 years
1,2007,Trinidad and Tobago,F,75+ years
3,2007,Trinidad and Tobago,F,55-74 years
4,2007,Trinidad and Tobago,F,15-24 years
5,2007,Trinidad and Tobago,F,35-54 years
1,2007,Trinidad and Tobago,F,5-14 years
69,2008,Trinidad and Tobago,M,35-54 years
30,2008,Trinidad and Tobago,M,55-74 years
37,2008,Trinidad and Tobago,M,25-34 years
3,2008,Trinidad and Tobago,M,75+ years
23,2008,Trinidad and Tobago,M,15-24 years
11,2008,Trinidad and Tobago,F,15-24 years
15,2008,Trinidad and Tobago,F,35-54 years
5,2008,Trinidad and Tobago,F,25-34 years
1,2008,Trinidad and Tobago,F,75+ years
4,2008,Trinidad and Tobago,F,55-74 years
1,2008,Trinidad and Tobago,M,5-14 years
27,2009,Trinidad and Tobago,M,25-34 years
25,2009,Trinidad and Tobago,M,15-24 years
38,2009,Trinidad and Tobago,M,35-54 years
3,2009,Trinidad and Tobago,M,75+ years
13,2009,Trinidad and Tobago,M,55-74 years
6,2009,Trinidad and Tobago,F,55-74 years
5,2009,Trinidad and Tobago,F,15-24 years
5,2009,Trinidad and Tobago,F,25-34 years
5,2009,Trinidad and Tobago,F,35-54 years
1,2009,Trinidad and Tobago,M,5-14 years
38,2010,Trinidad and Tobago,M,25-34 years
4,2010,Trinidad and Tobago,M,75+ years
48,2010,Trinidad and Tobago,M,35-54 years
21,2010,Trinidad and Tobago,M,55-74 years
17,2010,Trinidad and Tobago,M,15-24 years
9,2010,Trinidad and Tobago,F,15-24 years
9,2010,Trinidad and Tobago,F,25-34 years
8,2010,Trinidad and Tobago,F,35-54 years
4,2010,Trinidad and Tobago,F,55-74 years
1,2010,Trinidad and Tobago,F,5-14 years
1,2010,Trinidad and Tobago,M,5-14 years
5,2011,Trinidad and Tobago,M,75+ years
41,2011,Trinidad and Tobago,M,35-54 years
21,2011,Trinidad and Tobago,M,55-74 years
25,2011,Trinidad and Tobago,M,25-34 years
20,2011,Trinidad and Tobago,M,15-24 years
8,2011,Trinidad and Tobago,F,25-34 years
5,2011,Trinidad and Tobago,F,15-24 years
8,2011,Trinidad and Tobago,F,35-54 years
4,2011,Trinidad and Tobago,F,55-74 years
2,2011,Trinidad and Tobago,F,5-14 years
33,2009,Turkey,M,75+ years
130,2009,Turkey,M,55-74 years
287,2009,Turkey,M,35-54 years
189,2009,Turkey,M,25-34 years
139,2009,Turkey,M,15-24 years
17,2009,Turkey,F,75+ years
74,2009,Turkey,F,15-24 years
38,2009,Turkey,F,55-74 years
44,2009,Turkey,F,25-34 years
58,2009,Turkey,F,35-54 years
23,2009,Turkey,M,5-14 years
18,2009,Turkey,F,5-14 years
63,2010,Turkey,M,75+ years
397,2010,Turkey,M,35-54 years
175,2010,Turkey,M,55-74 years
248,2010,Turkey,M,25-34 years
238,2010,Turkey,M,15-24 years
28,2010,Turkey,F,75+ years
95,2010,Turkey,F,15-24 years
57,2010,Turkey,F,55-74 years
110,2010,Turkey,F,35-54 years
61,2010,Turkey,F,25-34 years
27,2010,Turkey,M,5-14 years
25,2010,Turkey,F,5-14 years
45,2011,Turkey,M,75+ years
162,2011,Turkey,M,55-74 years
266,2011,Turkey,M,35-54 years
180,2011,Turkey,M,25-34 years
177,2011,Turkey,M,15-24 years
83,2011,Turkey,F,15-24 years
15,2011,Turkey,F,75+ years
60,2011,Turkey,F,25-34 years
82,2011,Turkey,F,35-54 years
35,2011,Turkey,F,55-74 years
23,2011,Turkey,F,5-14 years
20,2011,Turkey,M,5-14 years
58,2012,Turkey,M,75+ years
399,2012,Turkey,M,35-54 years
180,2012,Turkey,M,55-74 years
227,2012,Turkey,M,25-34 years
184,2012,Turkey,M,15-24 years
23,2012,Turkey,F,75+ years
94,2012,Turkey,F,15-24 years
78,2012,Turkey,F,25-34 years
113,2012,Turkey,F,35-54 years
55,2012,Turkey,F,55-74 years
24,2012,Turkey,M,5-14 years
15,2012,Turkey,F,5-14 years
76,2013,Turkey,M,75+ years
239,2013,Turkey,M,55-74 years
477,2013,Turkey,M,35-54 years
285,2013,Turkey,M,25-34 years
253,2013,Turkey,M,15-24 years
133,2013,Turkey,F,15-24 years
29,2013,Turkey,F,75+ years
73,2013,Turkey,F,55-74 years
87,2013,Turkey,F,25-34 years
118,2013,Turkey,F,35-54 years
23,2013,Turkey,F,5-14 years
17,2013,Turkey,M,5-14 years
66,2014,Turkey,M,75+ years
225,2014,Turkey,M,55-74 years
260,2014,Turkey,M,15-24 years
394,2014,Turkey,M,35-54 years
243,2014,Turkey,M,25-34 years
114,2014,Turkey,F,15-24 years
23,2014,Turkey,F,75+ years
79,2014,Turkey,F,55-74 years
109,2014,Turkey,F,35-54 years
65,2014,Turkey,F,25-34 years
21,2014,Turkey,M,5-14 years
18,2014,Turkey,F,5-14 years
61,2015,Turkey,M,75+ years
223,2015,Turkey,M,55-74 years
241,2015,Turkey,M,25-34 years
385,2015,Turkey,M,35-54 years
207,2015,Turkey,M,15-24 years
131,2015,Turkey,F,15-24 years
25,2015,Turkey,F,75+ years
72,2015,Turkey,F,25-34 years
109,2015,Turkey,F,35-54 years
42,2015,Turkey,F,55-74 years
18,2015,Turkey,F,5-14 years
18,2015,Turkey,M,5-14 years
5,1987,Turkmenistan,M,75+ years
28,1987,Turkmenistan,M,55-74 years
8,1987,Turkmenistan,F,75+ years
54,1987,Turkmenistan,M,35-54 years
28,1987,Turkmenistan,F,55-74 years
50,1987,Turkmenistan,M,25-34 years
33,1987,Turkmenistan,M,15-24 years
21,1987,Turkmenistan,F,35-54 years
24,1987,Turkmenistan,F,15-24 years
12,1987,Turkmenistan,F,25-34 years
5,1987,Turkmenistan,M,5-14 years
4,1987,Turkmenistan,F,5-14 years
6,1988,Turkmenistan,M,75+ years
55,1988,Turkmenistan,M,35-54 years
22,1988,Turkmenistan,M,55-74 years
6,1988,Turkmenistan,F,75+ years
48,1988,Turkmenistan,M,25-34 years
51,1988,Turkmenistan,M,15-24 years
21,1988,Turkmenistan,F,55-74 years
18,1988,Turkmenistan,F,35-54 years
21,1988,Turkmenistan,F,15-24 years
14,1988,Turkmenistan,F,25-34 years
4,1988,Turkmenistan,F,5-14 years
4,1988,Turkmenistan,M,5-14 years
64,1989,Turkmenistan,M,35-54 years
4,1989,Turkmenistan,M,75+ years
52,1989,Turkmenistan,M,25-34 years
19,1989,Turkmenistan,M,55-74 years
4,1989,Turkmenistan,F,75+ years
16,1989,Turkmenistan,F,55-74 years
29,1989,Turkmenistan,M,15-24 years
25,1989,Turkmenistan,F,15-24 years
17,1989,Turkmenistan,F,35-54 years
18,1989,Turkmenistan,F,25-34 years
3,1989,Turkmenistan,M,5-14 years
2,1989,Turkmenistan,F,5-14 years
12,1990,Turkmenistan,F,75+ years
5,1990,Turkmenistan,M,75+ years
65,1990,Turkmenistan,M,35-54 years
61,1990,Turkmenistan,M,25-34 years
23,1990,Turkmenistan,M,55-74 years
56,1990,Turkmenistan,M,15-24 years
27,1990,Turkmenistan,F,15-24 years
18,1990,Turkmenistan,F,35-54 years
9,1990,Turkmenistan,F,55-74 years
16,1990,Turkmenistan,F,25-34 years
6,1990,Turkmenistan,M,5-14 years
55,1991,Turkmenistan,M,35-54 years
3,1991,Turkmenistan,M,75+ years
22,1991,Turkmenistan,M,55-74 years
53,1991,Turkmenistan,M,25-34 years
50,1991,Turkmenistan,M,15-24 years
18,1991,Turkmenistan,F,55-74 years
31,1991,Turkmenistan,F,15-24 years
20,1991,Turkmenistan,F,25-34 years
2,1991,Turkmenistan,F,75+ years
15,1991,Turkmenistan,F,35-54 years
3,1991,Turkmenistan,M,5-14 years
1,1991,Turkmenistan,F,5-14 years
61,1992,Turkmenistan,M,35-54 years
49,1992,Turkmenistan,M,25-34 years
60,1992,Turkmenistan,M,15-24 years
5,1992,Turkmenistan,F,75+ years
33,1992,Turkmenistan,F,15-24 years
14,1992,Turkmenistan,F,55-74 years
11,1992,Turkmenistan,M,55-74 years
1,1992,Turkmenistan,M,75+ years
16,1992,Turkmenistan,F,35-54 years
10,1992,Turkmenistan,F,25-34 years
9,1992,Turkmenistan,M,5-14 years
2,1992,Turkmenistan,F,5-14 years
4,1993,Turkmenistan,M,75+ years
55,1993,Turkmenistan,M,35-54 years
23,1993,Turkmenistan,M,55-74 years
40,1993,Turkmenistan,M,25-34 years
19,1993,Turkmenistan,F,55-74 years
46,1993,Turkmenistan,M,15-24 years
25,1993,Turkmenistan,F,15-24 years
2,1993,Turkmenistan,F,75+ years
12,1993,Turkmenistan,F,25-34 years
7,1993,Turkmenistan,F,35-54 years
5,1993,Turkmenistan,M,5-14 years
2,1993,Turkmenistan,F,5-14 years
9,1994,Turkmenistan,F,75+ years
21,1994,Turkmenistan,M,55-74 years
47,1994,Turkmenistan,M,35-54 years
41,1994,Turkmenistan,M,25-34 years
51,1994,Turkmenistan,M,15-24 years
11,1994,Turkmenistan,F,55-74 years
24,1994,Turkmenistan,F,15-24 years
1,1994,Turkmenistan,M,75+ years
14,1994,Turkmenistan,F,35-54 years
10,1994,Turkmenistan,F,25-34 years
4,1994,Turkmenistan,M,5-14 years
1,1994,Turkmenistan,F,5-14 years
65,1995,Turkmenistan,M,35-54 years
24,1995,Turkmenistan,M,55-74 years
58,1995,Turkmenistan,M,15-24 years
2,1995,Turkmenistan,M,75+ years
36,1995,Turkmenistan,M,25-34 years
23,1995,Turkmenistan,F,15-24 years
7,1995,Turkmenistan,F,55-74 years
11,1995,Turkmenistan,F,25-34 years
1,1995,Turkmenistan,F,75+ years
8,1995,Turkmenistan,F,35-54 years
7,1995,Turkmenistan,M,5-14 years
2,1995,Turkmenistan,F,5-14 years
31,1996,Turkmenistan,M,55-74 years
76,1996,Turkmenistan,M,15-24 years
61,1996,Turkmenistan,M,35-54 years
51,1996,Turkmenistan,M,25-34 years
4,1996,Turkmenistan,F,75+ years
1,1996,Turkmenistan,M,75+ years
9,1996,Turkmenistan,F,55-74 years
17,1996,Turkmenistan,F,15-24 years
11,1996,Turkmenistan,F,25-34 years
9,1996,Turkmenistan,F,35-54 years
10,1996,Turkmenistan,M,5-14 years
3,1996,Turkmenistan,F,5-14 years
74,1997,Turkmenistan,M,25-34 years
88,1997,Turkmenistan,M,15-24 years
66,1997,Turkmenistan,M,35-54 years
21,1997,Turkmenistan,M,55-74 years
37,1997,Turkmenistan,F,15-24 years
1,1997,Turkmenistan,M,75+ years
15,1997,Turkmenistan,F,35-54 years
6,1997,Turkmenistan,F,55-74 years
1,1997,Turkmenistan,F,75+ years
11,1997,Turkmenistan,F,25-34 years
11,1997,Turkmenistan,M,5-14 years
2,1997,Turkmenistan,F,5-14 years
119,1998,Turkmenistan,M,35-54 years
74,1998,Turkmenistan,M,25-34 years
92,1998,Turkmenistan,M,15-24 years
6,1998,Turkmenistan,F,75+ years
20,1998,Turkmenistan,M,55-74 years
2,1998,Turkmenistan,M,75+ years
37,1998,Turkmenistan,F,15-24 years
9,1998,Turkmenistan,F,55-74 years
17,1998,Turkmenistan,F,35-54 years
11,1998,Turkmenistan,F,25-34 years
15,1998,Turkmenistan,M,5-14 years
3,1998,Turkmenistan,F,5-14 years
110,1999,Turkmenistan,M,35-54 years
89,1999,Turkmenistan,M,25-34 years
104,1999,Turkmenistan,M,15-24 years
30,1999,Turkmenistan,M,55-74 years
2,1999,Turkmenistan,M,75+ years
37,1999,Turkmenistan,F,15-24 years
28,1999,Turkmenistan,F,25-34 years
3,1999,Turkmenistan,F,75+ years
11,1999,Turkmenistan,F,55-74 years
19,1999,Turkmenistan,F,35-54 years
7,1999,Turkmenistan,M,5-14 years
2,1999,Turkmenistan,F,5-14 years
85,2000,Turkmenistan,M,25-34 years
104,2000,Turkmenistan,M,15-24 years
95,2000,Turkmenistan,M,35-54 years
5,2000,Turkmenistan,F,75+ years
16,2000,Turkmenistan,M,55-74 years
32,2000,Turkmenistan,F,15-24 years
22,2000,Turkmenistan,F,25-34 years
12,2000,Turkmenistan,F,35-54 years
3,2000,Turkmenistan,F,55-74 years
7,2000,Turkmenistan,M,5-14 years
2,2000,Turkmenistan,F,5-14 years
114,2001,Turkmenistan,M,25-34 years
135,2001,Turkmenistan,M,35-54 years
87,2001,Turkmenistan,M,15-24 years
3,2001,Turkmenistan,M,75+ years
22,2001,Turkmenistan,M,55-74 years
