suicides_no,year,country,sex,population,suicides/100k pop
1,2003,Armenia,M,300902,0.33
6,2006,Armenia,M,48123,12.47
21,2006,Armenia,M,184526,11.38
17,2006,Armenia,M,367346,4.63
10,2006,Armenia,M,276127,3.62
8,2006,Armenia,F,238745,3.35
6,2006,Armenia,M,188382,3.19
2,2006,Armenia,F,78684,2.54
5,2006,Armenia,F,450477,1.11
2,2006,Armenia,F,215884,0.93
1,2006,Armenia,M,221941,0.45
7,2007,Armenia,M,49296,14.2
13,2007,Armenia,M,185290,7.02
19,2007,Armenia,M,362189,5.25
8,2007,Armenia,F,240998,3.32
7,2007,Armenia,M,272188,2.57
4,2007,Armenia,M,191561,2.09
8,2007,Armenia,F,444817,1.8
1,2007,Armenia,F,79210,1.26
3,2007,Armenia,F,288510,1.04
1,2007,Armenia,M,210620,0.47
7,2008,Armenia,M,46886,14.93
18,2008,Armenia,M,198978,9.05
11,2008,Armenia,M,429649,2.56
10,2008,Armenia,F,477501,2.09
5,2008,Armenia,F,260264,1.92
4,2008,Armenia,M,250190,1.6
3,2008,Armenia,M,317794,0.94
2,2008,Armenia,F,254728,0.79
1,2008,Armenia,F,198065,0.5
1,2008,Armenia,M,220896,0.45
1,2008,Armenia,F,309009,0.32
8,2009,Armenia,M,50759,15.76
11,2009,Armenia,M,189632,5.8
17,2009,Armenia,M,351694,4.83
5,2009,Armenia,M,259772,1.92
1,2009,Armenia,F,79728,1.25
3,2009,Armenia,F,248767,1.21
2,2009,Armenia,M,198646,1.01
2,2009,Armenia,F,230582,0.87
3,2009,Armenia,F,433390,0.69
1,2009,Armenia,F,278535,0.36
6,2010,Armenia,M,52333,11.47
13,2010,Armenia,M,193100,6.73
10,2010,Armenia,M,202936,4.93
15,2010,Armenia,M,346739,4.33
8,2010,Armenia,M,252152,3.17
7,2010,Armenia,F,253182,2.76
2,2010,Armenia,F,81770,2.45
2,2010,Armenia,F,167142,1.2
5,2010,Armenia,F,427571,1.17
2,2010,Armenia,M,191722,1.04
2,2010,Armenia,F,270727,0.74
1,2010,Armenia,F,236851,0.42
6,2011,Armenia,F,86643,6.92
23,2011,Armenia,M,341199,6.74
11,2011,Armenia,M,194982,5.64
8,2011,Armenia,M,209914,3.81
2,2011,Armenia,M,55565,3.6
7,2011,Armenia,M,245227,2.85
4,2011,Armenia,F,259823,1.54
3,2011,Armenia,F,256541,1.17
3,2011,Armenia,F,422179,0.71
5,2012,Armenia,M,56598,8.83
26,2012,Armenia,M,376743,6.9
11,2012,Armenia,M,212482,5.18
11,2012,Armenia,M,245443,4.48
3,2012,Armenia,F,91237,3.29
5,2012,Armenia,M,255119,1.96
7,2012,Armenia,F,428953,1.63
4,2012,Armenia,F,259768,1.54
4,2012,Armenia,F,273394,1.46
2,2012,Armenia,F,255088,0.78
1,2012,Armenia,M,192409,0.52
7,2013,Armenia,M,58640,11.94
6,2013,Armenia,F,95093,6.31
11,2013,Armenia,M,218063,5.04
11,2013,Armenia,F,280566,3.92
9,2013,Armenia,M,250487,3.59
13,2013,Armenia,M,370440,3.51
6,2013,Armenia,F,423841,1.42
2,2013,Armenia,M,243687,0.82
1,2013,Armenia,M,193754,0.52
1,2013,Armenia,F,242386,0.41
9,2014,Armenia,M,60108,14.97
6,2014,Armenia,F,98118,6.12
12,2014,Armenia,M,224430,5.35
13,2014,Armenia,M,363362,3.58
6,2014,Armenia,M,253461,2.37
4,2014,Armenia,F,288822,1.38
3,2014,Armenia,M,230760,1.3
2,2014,Armenia,F,227895,0.88
1,2014,Armenia,F,171332,0.58
2,2014,Armenia,F,417829,0.48
12,2015,Armenia,M,61355,19.56
16,2015,Armenia,M,231213,6.92
5,2015,Armenia,F,100754,4.96
15,2015,Armenia,M,356715,4.21
10,2015,Armenia,M,255540,3.91
5,2015,Armenia,F,297936,1.68
3,2015,Armenia,F,212010,1.42
4,2015,Armenia,F,412360,0.97
2,2015,Armenia,M,216876,0.92
2,2015,Armenia,F,274108,0.73
12,2016,Armenia,M,61956,19.37
16,2016,Armenia,M,237813,6.73
16,2016,Armenia,M,350633,4.56
5,2016,Armenia,M,202220,2.47
2,2016,Armenia,F,102414,1.95
6,2016,Armenia,F,308349,1.95
4,2016,Armenia,M,255665,1.56
3,2016,Armenia,F,408109,0.74
2,2016,Armenia,F,277452,0.72
1,2016,Armenia,F,195422,0.51
2,1995,Aruba,M,889,224.97
4,1995,Aruba,M,7520,53.19
1,1995,Aruba,M,4558,21.94
1,1995,Aruba,M,11895,8.41
4,1999,Aruba,M,7031,56.89
2,1999,Aruba,M,5428,36.85
3,1999,Aruba,M,13807,21.73
2,2000,Aruba,F,1499,133.42
1,2000,Aruba,M,989,101.11
3,2000,Aruba,M,6828,43.94
2,2000,Aruba,M,14228,14.06
2,2000,Aruba,F,15624,12.8
4,2001,Aruba,M,14663,27.28
4,2002,Aruba,M,6116,65.4
2,2002,Aruba,M,6459,30.96
1,2002,Aruba,M,5938,16.84
2,2002,Aruba,M,15082,13.26
2,2003,Aruba,M,15463,12.93
1,2004,Aruba,M,1136,88.03
3,2004,Aruba,M,6702,44.76
1,2004,Aruba,M,6164,16.22
1,2004,Aruba,F,6650,15.04
2,2004,Aruba,M,15784,12.67
2,2005,Aruba,M,6989,28.62
3,2005,Aruba,M,16011,18.74
1,2005,Aruba,F,6843,14.61
1,2005,Aruba,F,7004,14.28
1,2005,Aruba,F,8137,12.29
2,2005,Aruba,F,18117,11.04
4,2006,Aruba,M,5994,66.73
3,2006,Aruba,M,16086,18.65
2,2006,Aruba,F,18297,10.93
2,2007,Aruba,M,5935,33.7
3,2007,Aruba,M,16040,18.7
1,2007,Aruba,M,6440,15.53
1,2007,Aruba,M,7641,13.09
1,2007,Aruba,F,8952,11.17
1,2008,Aruba,M,5849,17.1
1,2008,Aruba,M,7959,12.56
1,2008,Aruba,M,15912,6.28
1,2008,Aruba,F,18191,5.5
1,2009,Aruba,M,5729,17.46
2,2009,Aruba,M,15734,12.71
1,2009,Aruba,M,8291,12.06
4,2010,Aruba,M,15543,25.74
2,2010,Aruba,M,8660,23.09
1,2010,Aruba,F,10186,9.82
3,2011,Aruba,M,8940,33.56
3,2011,Aruba,M,15388,19.5
1,2011,Aruba,F,6264,15.96
1,2011,Aruba,M,6706,14.91
1,2011,Aruba,F,10536,9.49
67,1985,Australia,M,219000,30.59
357,1985,Australia,M,1299100,27.48
282,1985,Australia,M,1177400,23.95
315,1985,Australia,M,1355800,23.23
411,1985,Australia,M,1906800,21.55
36,1985,Australia,F,382900,9.4
109,1985,Australia,F,1286900,8.47
143,1985,Australia,F,1832700,7.8
69,1985,Australia,F,1304000,5.29
64,1985,Australia,F,1275900,5.02
4,1985,Australia,F,1231400,0.32
4,1985,Australia,M,1290600,0.31
89,1986,Australia,M,233700,38.08
367,1986,Australia,M,1317500,27.86
324,1986,Australia,M,1211800,26.74
487,1986,Australia,M,1972000,24.7
296,1986,Australia,M,1369000,21.62
169,1986,Australia,F,1888100,8.95
105,1986,Australia,F,1306500,8.04
88,1986,Australia,F,1300200,6.77
77,1986,Australia,F,1315000,5.86
23,1986,Australia,F,405000,5.68
18,1986,Australia,M,1277100,1.41
1,1986,Australia,F,1213900,0.08
111,1987,Australia,M,244800,45.34
374,1987,Australia,M,1345900,27.79
554,1987,Australia,M,2031000,27.28
328,1987,Australia,M,1227000,26.73
354,1987,Australia,M,1383900,25.58
38,1987,Australia,F,421200,9.02
110,1987,Australia,F,1318600,8.34
145,1987,Australia,F,1950500,7.43
73,1987,Australia,F,1329700,5.49
70,1987,Australia,F,1327700,5.27
6,1987,Australia,M,1264900,0.47
1,1987,Australia,F,1201300,0.08
93,1988,Australia,M,256400,36.27
398,1988,Australia,M,1375100,28.94
366,1988,Australia,M,1395800,26.22
317,1988,Australia,M,1240700,25.55
532,1988,Australia,M,2097100,25.37
40,1988,Australia,F,438100,9.13
106,1988,Australia,F,1354700,7.82
157,1988,Australia,F,2019000,7.78
103,1988,Australia,F,1330200,7.74
53,1988,Australia,F,1340300,3.95
6,1988,Australia,M,1264700,0.47
1,1988,Australia,F,1200000,0.08
91,1989,Australia,M,266900,34.1
406,1989,Australia,M,1399000,29.02
353,1989,Australia,M,1399300,25.23
309,1989,Australia,M,1255100,24.62
475,1989,Australia,M,2156900,22.02
124,1989,Australia,F,1340300,9.25
31,1989,Australia,F,451800,6.86
87,1989,Australia,F,1383800,6.29
130,1989,Australia,F,2086700,6.23
51,1989,Australia,F,1349700,3.78
8,1989,Australia,M,1273300,0.63
1,1989,Australia,F,1207800,0.08
87,1990,Australia,M,276900,31.42
418,1990,Australia,M,1415000,29.54
374,1990,Australia,M,1405900,26.6
325,1990,Australia,M,1266400,25.66
549,1990,Australia,M,2220600,24.72
37,1990,Australia,F,465600,7.95
109,1990,Australia,F,1401200,7.78
98,1990,Australia,F,1349000,7.26
136,1990,Australia,F,2154800,6.31
64,1990,Australia,F,1354800,4.72
5,1990,Australia,M,1281300,0.39
114,1991,Australia,M,287600,39.64
427,1991,Australia,M,1416500,30.14
631,1991,Australia,M,2279600,27.68
354,1991,Australia,M,1405900,25.18
273,1991,Australia,M,1282700,21.28
39,1991,Australia,F,480900,8.11
169,1991,Australia,F,2219100,7.62
96,1991,Australia,F,1362200,7.05
91,1991,Australia,F,1408900,6.46
84,1991,Australia,F,1354900,6.2
7,1991,Australia,M,1290700,0.54
3,1991,Australia,F,1223100,0.25
87,1992,Australia,M,298600,29.14
407,1992,Australia,M,1417200,28.72
384,1992,Australia,M,1405300,27.33
325,1992,Australia,M,1299600,25.01
579,1992,Australia,M,2336200,24.78
45,1992,Australia,F,497100,9.05
102,1992,Australia,F,1376100,7.41
96,1992,Australia,F,1412600,6.8
144,1992,Australia,F,2280900,6.31
76,1992,Australia,F,1351300,5.62
4,1992,Australia,M,1298000,0.31
2,1992,Australia,F,1230600,0.16
95,1993,Australia,M,307700,30.87
392,1993,Australia,M,1413500,27.73
332,1993,Australia,M,1401500,23.69
293,1993,Australia,M,1320700,22.19
523,1993,Australia,M,2389000,21.89
161,1993,Australia,F,2340600,6.88
34,1993,Australia,F,510500,6.66
76,1993,Australia,F,1409500,5.39
75,1993,Australia,F,1392400,5.39
50,1993,Australia,F,1344900,3.72
5,1993,Australia,M,1303300,0.38
2,1993,Australia,F,1236400,0.16
100,1994,Australia,M,315900,31.66
426,1994,Australia,M,1414900,30.11
377,1994,Australia,M,1396400,27.0
648,1994,Australia,M,2441200,26.54
311,1994,Australia,M,1345000,23.12
162,1994,Australia,F,2400300,6.75
33,1994,Australia,F,522900,6.31
88,1994,Australia,F,1411500,6.23
79,1994,Australia,F,1411700,5.6
55,1994,Australia,F,1336300,4.12
3,1994,Australia,M,1310100,0.23
1,1994,Australia,F,1243200,0.08
440,1995,Australia,M,1421100,30.96
88,1995,Australia,M,328300,26.8
587,1995,Australia,M,2507400,23.41
318,1995,Australia,M,1374600,23.13
274,1995,Australia,M,1366600,20.05
180,1995,Australia,F,2472200,7.28
91,1995,Australia,F,1417500,6.42
81,1995,Australia,F,1321300,6.13
79,1995,Australia,F,1430300,5.52
28,1995,Australia,F,539200,5.19
4,1995,Australia,M,1326300,0.3
122,1996,Australia,M,346100,35.25
471,1996,Australia,M,1431200,32.91
366,1996,Australia,M,1364200,26.83
669,1996,Australia,M,2574500,25.99
330,1996,Australia,M,1387200,23.79
182,1996,Australia,F,2545300,7.15
98,1996,Australia,F,1431400,6.85
86,1996,Australia,F,1445900,5.95
28,1996,Australia,F,563200,4.97
59,1996,Australia,F,1311800,4.5
8,1996,Australia,M,1339500,0.6
7,1996,Australia,F,1274800,0.55
529,1997,Australia,M,1436732,36.82
123,1997,Australia,M,362657,33.92
408,1997,Australia,M,1343245,30.37
717,1997,Australia,M,2632245,27.24
305,1997,Australia,M,1415672,21.54
219,1997,Australia,F,2614291,8.38
109,1997,Australia,F,1441724,7.56
40,1997,Australia,F,585676,6.83
86,1997,Australia,F,1293106,6.65
96,1997,Australia,F,1465721,6.55
7,1997,Australia,F,1283025,0.55
7,1997,Australia,M,1347206,0.52
579,1998,Australia,M,1434140,40.37
773,1998,Australia,M,2687916,28.76
353,1998,Australia,M,1330598,26.53
96,1998,Australia,M,379719,25.28
301,1998,Australia,M,1444867,20.83
109,1998,Australia,F,1443163,7.55
202,1998,Australia,F,2680955,7.53
40,1998,Australia,F,607609,6.58
81,1998,Australia,F,1280391,6.33
90,1998,Australia,F,1486036,6.06
6,1998,Australia,M,1355317,0.44
2,1998,Australia,F,1291019,0.15
511,1999,Australia,M,1431712,35.69
119,1999,Australia,M,397612,29.93
741,1999,Australia,M,2733238,27.11
303,1999,Australia,M,1326531,22.84
315,1999,Australia,M,1482441,21.25
117,1999,Australia,F,1443911,8.1
201,1999,Australia,F,2735588,7.35
70,1999,Australia,F,1277560,5.48
74,1999,Australia,F,1516348,4.88
21,1999,Australia,F,630042,3.33
10,1999,Australia,M,1366184,0.73
6,1999,Australia,F,1300535,0.46
466,2000,Australia,M,1430700,32.57
115,2000,Australia,M,416077,27.64
745,2000,Australia,M,2769752,26.9
271,2000,Australia,M,1333011,20.33
281,2000,Australia,M,1522620,18.46
106,2000,Australia,F,1445332,7.33
200,2000,Australia,F,2782583,7.19
78,2000,Australia,F,1285283,6.07
87,2000,Australia,F,1549060,5.62
33,2000,Australia,F,652895,5.05
8,2000,Australia,M,1377301,0.58
1,2000,Australia,F,1309796,0.08
489,2001,Australia,M,1427829,34.25
752,2001,Australia,M,2803465,26.82
115,2001,Australia,M,437528,26.28
280,2001,Australia,M,1351444,20.72
296,2001,Australia,M,1566014,18.9
226,2001,Australia,F,2827367,7.99
109,2001,Australia,F,1445867,7.54
39,2001,Australia,F,677113,5.76
81,2001,Australia,F,1585702,5.11
63,2001,Australia,F,1303713,4.83
4,2001,Australia,F,1317968,0.3
4,2001,Australia,M,1386873,0.29
452,2002,Australia,M,1433165,31.54
744,2002,Australia,M,2820596,26.38
101,2002,Australia,M,456942,22.1
246,2002,Australia,M,1372770,17.92
266,2002,Australia,M,1626692,16.35
213,2002,Australia,F,2845525,7.49
103,2002,Australia,F,1444148,7.13
92,2002,Australia,F,1643643,5.6
36,2002,Australia,F,696793,5.17
58,2002,Australia,F,1316527,4.41
4,2002,Australia,F,1321845,0.3
4,2002,Australia,M,1391412,0.29
394,2003,Australia,M,1437607,27.41
654,2003,Australia,M,2840522,23.02
103,2003,Australia,M,476387,21.62
243,2003,Australia,M,1394989,17.42
284,2003,Australia,M,1681943,16.89
106,2003,Australia,F,1444160,7.34
195,2003,Australia,F,2868971,6.8
91,2003,Australia,F,1697104,5.36
48,2003,Australia,F,1333189,3.6
24,2003,Australia,F,716236,3.35
7,2003,Australia,F,1323202,0.53
7,2003,Australia,M,1393719,0.5
386,2004,Australia,M,1441319,26.78
126,2004,Australia,M,489016,25.77
655,2004,Australia,M,2868425,22.83
293,2004,Australia,M,1721736,17.02
205,2004,Australia,M,1420482,14.43
183,2004,Australia,F,2902618,6.3
82,2004,Australia,F,1446557,5.67
40,2004,Australia,F,726532,5.51
67,2004,Australia,F,1364452,4.91
69,2004,Australia,F,1741477,3.96
7,2004,Australia,M,1402222,0.5
1,2004,Australia,F,1329715,0.08
686,2006,Australia,M,2894571,23.7
114,2006,Australia,M,506926,22.49
277,2006,Australia,M,1442942,19.2
309,2006,Australia,M,1772439,17.43
230,2006,Australia,M,1446866,15.9
195,2006,Australia,F,2934459,6.65
115,2006,Australia,F,1798232,6.4
41,2006,Australia,F,743060,5.52
74,2006,Australia,F,1444570,5.12
68,2006,Australia,F,1388615,4.9
7,2006,Australia,M,1404186,0.5
1,2006,Australia,F,1332380,0.08
341,2007,Australia,M,1470431,23.19
687,2007,Australia,M,2977977,23.07
124,2007,Australia,M,539184,23.0
305,2007,Australia,M,1877160,16.25
234,2007,Australia,M,1515524,15.44
219,2007,Australia,F,3025248,7.24
118,2007,Australia,F,1911478,6.17
90,2007,Australia,F,1460752,6.16
66,2007,Australia,F,1440419,4.58
33,2007,Australia,F,770691,4.28
8,2007,Australia,M,1408182,0.57
4,2007,Australia,F,1337384,0.3
765,2008,Australia,M,3015761,25.37
354,2008,Australia,M,1512033,23.41
121,2008,Australia,M,552931,21.88
357,2008,Australia,M,1935161,18.45
228,2008,Australia,M,1560974,14.61
231,2008,Australia,F,3066609,7.53
90,2008,Australia,F,1494968,6.02
97,2008,Australia,F,1974752,4.91
60,2008,Australia,F,1473105,4.07
27,2008,Australia,F,781742,3.45
8,2008,Australia,M,1411650,0.57
3,2008,Australia,F,1340626,0.22
755,2009,Australia,M,3051649,24.74
135,2009,Australia,M,566784,23.82
336,2009,Australia,M,1567118,21.44
349,2009,Australia,M,1991883,17.52
210,2009,Australia,M,1605456,13.08
221,2009,Australia,F,3104929,7.12
103,2009,Australia,F,1541393,6.68
116,2009,Australia,F,2037989,5.69
43,2009,Australia,F,792218,5.43
66,2009,Australia,F,1506719,4.38
3,2009,Australia,F,1345910,0.22
816,2010,Australia,M,3076853,26.52
151,2010,Australia,M,582009,25.94
311,2010,Australia,M,1606526,19.36
360,2010,Australia,M,2051197,17.55
222,2010,Australia,M,1618860,13.71
228,2010,Australia,F,3132534,7.28
94,2010,Australia,F,1579905,5.95
43,2010,Australia,F,805401,5.34
80,2010,Australia,F,1521652,5.26
104,2010,Australia,F,2103428,4.94
7,2010,Australia,M,1420846,0.49
4,2010,Australia,F,1348336,0.3
146,2011,Australia,M,588053,24.83
704,2011,Australia,M,3072726,22.91
347,2011,Australia,M,1610295,21.55
366,2011,Australia,M,2104816,17.39
242,2011,Australia,M,1570069,15.41
230,2011,Australia,F,3124328,7.36
93,2011,Australia,F,1495053,6.22
118,2011,Australia,F,2139108,5.52
45,2011,Australia,F,817927,5.5
85,2011,Australia,F,1584036,5.37
9,2011,Australia,F,1351751,0.67
7,2011,Australia,M,1423748,0.49
158,2012,Australia,M,606842,26.04
802,2012,Australia,M,3098534,25.88
351,2012,Australia,M,1657638,21.17
396,2012,Australia,M,2162980,18.31
217,2012,Australia,M,1579672,13.74
258,2012,Australia,F,3149749,8.19
109,2012,Australia,F,1503934,7.25
52,2012,Australia,F,832122,6.25
98,2012,Australia,F,1630077,6.01
123,2012,Australia,F,2206179,5.58
10,2012,Australia,F,1368580,0.73
6,2012,Australia,M,1442602,0.42
160,2013,Australia,M,627275,25.51
754,2013,Australia,M,3118829,24.18
329,2013,Australia,M,1702401,19.33
418,2013,Australia,M,2221866,18.81
267,2013,Australia,M,1591539,16.78
275,2013,Australia,F,3171477,8.67
145,2013,Australia,F,2276104,6.37
95,2013,Australia,F,1512779,6.28
95,2013,Australia,F,1676648,5.67
48,2013,Australia,F,847577,5.66
16,2013,Australia,M,1464302,1.09
6,2013,Australia,F,1389383,0.43
866,2014,Australia,M,3130341,27.66
164,2014,Australia,M,649925,25.23
404,2014,Australia,M,1730968,23.34
471,2014,Australia,M,2279114,20.67
271,2014,Australia,M,1604935,16.89
277,2014,Australia,F,3189475,8.68
119,2014,Australia,F,1716803,6.93
157,2014,Australia,F,2344644,6.7
96,2014,Australia,F,1520955,6.31
45,2014,Australia,F,865915,5.2
15,2014,Australia,F,1408758,1.06
6,2014,Australia,M,1485754,0.4
944,2015,Australia,M,3149299,29.97
181,2015,Australia,M,673787,26.86
423,2015,Australia,M,1762265,24.0
457,2015,Australia,M,2337430,19.55
281,2015,Australia,M,1608990,17.46
294,2015,Australia,F,3203643,9.18
110,2015,Australia,F,1526305,7.21
119,2015,Australia,F,1747715,6.81
152,2015,Australia,F,2411343,6.3
52,2015,Australia,F,884347,5.88
8,2015,Australia,F,1428159,0.56
6,2015,Australia,M,1507502,0.4
152,1985,Austria,M,156535,97.1
355,1985,Austria,M,584253,60.76
515,1985,Austria,M,940526,54.76
232,1985,Austria,M,548783,42.28
110,1985,Austria,F,339223,32.43
207,1985,Austria,M,653728,31.66
220,1985,Austria,F,842978,26.1
186,1985,Austria,F,936799,19.85
56,1985,Austria,F,544765,10.28
50,1985,Austria,F,633592,7.89
6,1985,Austria,M,475074,1.26
2,1985,Austria,F,453859,0.44
173,1986,Austria,M,158694,109.01
355,1986,Austria,M,588309,60.34
507,1986,Austria,M,944245,53.69
272,1986,Austria,M,564104,48.22
110,1986,Austria,F,345431,31.84
199,1986,Austria,M,645787,30.82
195,1986,Austria,F,835145,23.35
182,1986,Austria,F,941348,19.33
80,1986,Austria,F,558561,14.32
60,1986,Austria,F,625356,9.59
5,1986,Austria,M,466847,1.07
1,1986,Austria,F,445322,0.22
208,1987,Austria,M,161591,128.72
332,1987,Austria,M,591322,56.15
471,1987,Austria,M,949485,49.61
247,1987,Austria,M,581153,42.5
126,1987,Austria,F,352121,35.78
185,1987,Austria,M,632704,29.24
230,1987,Austria,F,826662,27.82
155,1987,Austria,F,947458,16.36
62,1987,Austria,F,573764,10.81
49,1987,Austria,F,611922,8.01
2,1987,Austria,F,440140,0.45
2,1987,Austria,M,461684,0.43
183,1988,Austria,M,164555,111.21
309,1988,Austria,M,593425,52.07
431,1988,Austria,M,957006,45.04
229,1988,Austria,M,599279,38.21
108,1988,Austria,F,359018,30.08
168,1988,Austria,M,616255,27.26
186,1988,Austria,F,817219,22.76
144,1988,Austria,F,955925,15.06
61,1988,Austria,F,589460,10.35
28,1988,Austria,F,595218,4.7
2,1988,Austria,F,437734,0.46
2,1988,Austria,M,459316,0.44
166,1989,Austria,M,166370,99.78
358,1989,Austria,M,594776,60.19
402,1989,Austria,M,968546,41.51
134,1989,Austria,F,364652,36.75
218,1989,Austria,M,621738,35.06
163,1989,Austria,M,601397,27.1
182,1989,Austria,F,807459,22.54
156,1989,Austria,F,967898,16.12
65,1989,Austria,F,607791,10.69
48,1989,Austria,F,580616,8.27
6,1989,Austria,M,459307,1.31
186,1990,Austria,M,165206,112.59
320,1990,Austria,M,598225,53.49
418,1990,Austria,M,985787,42.4
132,1990,Austria,F,365227,36.14
209,1990,Austria,M,646830,32.31
150,1990,Austria,M,589106,25.46
173,1990,Austria,F,802079,21.57
150,1990,Austria,F,984274,15.24
53,1990,Austria,F,626994,8.45
31,1990,Austria,F,568627,5.45
2,1990,Austria,F,437872,0.46
1,1990,Austria,M,461126,0.22
209,1991,Austria,M,160210,130.45
336,1991,Austria,M,605807,55.46
402,1991,Austria,M,1008702,39.85
197,1991,Austria,M,670763,29.37
98,1991,Austria,F,358612,27.33
153,1991,Austria,M,576378,26.55
144,1991,Austria,F,804082,17.91
145,1991,Austria,F,1006052,14.41
49,1991,Austria,F,644696,7.6
34,1991,Austria,F,556831,6.11
2,1991,Austria,M,465821,0.43
179,1992,Austria,M,153805,116.38
347,1992,Austria,M,615819,56.35
405,1992,Austria,M,1034871,39.14
204,1992,Austria,M,691098,29.52
98,1992,Austria,F,348912,28.09
142,1992,Austria,M,562276,25.25
132,1992,Austria,F,809987,16.3
163,1992,Austria,F,1031440,15.8
50,1992,Austria,F,660870,7.57
33,1992,Austria,F,544520,6.06
5,1992,Austria,M,472966,1.06
1,1992,Austria,F,448804,0.22
200,1993,Austria,M,147907,135.22
314,1993,Austria,M,627612,50.03
377,1993,Austria,M,1059028,35.6
228,1993,Austria,M,706145,32.29
88,1993,Austria,F,339249,25.94
119,1993,Austria,M,544899,21.84
139,1993,Austria,F,817689,17.0
140,1993,Austria,F,1054036,13.28
54,1993,Austria,F,673654,8.02
35,1993,Austria,F,529287,6.61
6,1993,Austria,M,479134,1.25
4,1993,Austria,F,454929,0.88
174,1994,Austria,M,145328,119.73
331,1994,Austria,M,646545,51.2
432,1994,Austria,M,1071436,40.32
207,1994,Austria,M,711945,29.08
93,1994,Austria,F,335528,27.72
136,1994,Austria,M,525346,25.89
149,1994,Austria,F,830130,17.95
151,1994,Austria,F,1064408,14.19
58,1994,Austria,F,679708,8.53
34,1994,Austria,F,510791,6.66
6,1994,Austria,F,458807,1.31
5,1994,Austria,M,482580,1.04
184,1995,Austria,M,147262,124.95
333,1995,Austria,M,670553,49.66
437,1995,Austria,M,1074328,40.68
237,1995,Austria,M,707468,33.5
100,1995,Austria,F,341098,29.32
134,1995,Austria,M,509262,26.31
141,1995,Austria,F,843210,16.72
136,1995,Austria,F,1065630,12.76
59,1995,Austria,F,678262,8.7
19,1995,Austria,F,495368,3.84
8,1995,Austria,M,483644,1.65
188,1996,Austria,M,151691,123.94
381,1996,Austria,M,690803,55.15
452,1996,Austria,M,1080848,41.82
112,1996,Austria,F,351514,31.86
203,1996,Austria,M,696869,29.13
108,1996,Austria,M,498112,21.68
126,1996,Austria,F,850049,14.82
140,1996,Austria,F,1070879,13.07
53,1996,Austria,F,672341,7.88
12,1996,Austria,F,485090,2.47
4,1996,Austria,M,483799,0.83
159,1997,Austria,M,156997,101.28
313,1997,Austria,M,704226,44.45
379,1997,Austria,M,1095317,34.6
201,1997,Austria,M,682210,29.46
121,1997,Austria,M,490385,24.67
83,1997,Austria,F,363002,22.86
131,1997,Austria,F,850056,15.41
131,1997,Austria,F,1084510,12.08
48,1997,Austria,F,663325,7.24
23,1997,Austria,F,477550,4.82
2,1997,Austria,M,483890,0.41
1,1997,Austria,F,461121,0.22
165,1998,Austria,M,162132,101.77
334,1998,Austria,M,714245,46.76
407,1998,Austria,M,1114719,36.51
166,1998,Austria,M,663510,25.02
79,1998,Austria,F,374674,21.08
99,1998,Austria,M,486438,20.35
116,1998,Austria,F,846818,13.7
116,1998,Austria,F,1103422,10.51
45,1998,Austria,F,649694,6.93
24,1998,Austria,F,472685,5.08
6,1998,Austria,M,484321,1.24
2,1998,Austria,F,460861,0.43
149,1999,Austria,M,167112,89.16
329,1999,Austria,M,725044,45.38
386,1999,Austria,M,1135873,33.98
108,1999,Austria,F,385369,28.03
161,1999,Austria,M,643115,25.03
