suicides_no,year,country,sex,gdp_for_year,gdp_per_capita
21,1987,Albania,M,"2,156,624,900",796
16,1987,Albania,M,"2,156,624,900",796
14,1987,Albania,F,"2,156,624,900",796
1,1987,Albania,M,"2,156,624,900",796
9,1987,Albania,M,"2,156,624,900",796
1,1987,Albania,F,"2,156,624,900",796
6,1987,Albania,F,"2,156,624,900",796
4,1987,Albania,F,"2,156,624,900",796
1,1987,Albania,M,"2,156,624,900",796
2,1988,Albania,F,"2,126,000,000",769
17,1988,Albania,M,"2,126,000,000",769
1,1988,Albania,M,"2,126,000,000",769
14,1988,Albania,M,"2,126,000,000",769
4,1988,Albania,M,"2,126,000,000",769
8,1988,Albania,F,"2,126,000,000",769
3,1988,Albania,F,"2,126,000,000",769
5,1988,Albania,F,"2,126,000,000",769
5,1988,Albania,M,"2,126,000,000",769
4,1988,Albania,F,"2,126,000,000",769
2,1989,Albania,M,"2,335,124,988",833
18,1989,Albania,M,"2,335,124,988",833
15,1989,Albania,M,"2,335,124,988",833
6,1989,Albania,M,"2,335,124,988",833
12,1989,Albania,M,"2,335,124,988",833
7,1989,Albania,F,"2,335,124,988",833
5,1989,Albania,F,"2,335,124,988",833
2,1989,Albania,F,"2,335,124,988",833
1,1989,Albania,F,"2,335,124,988",833
12,1992,Albania,M,"709,452,584",251
9,1992,Albania,M,"709,452,584",251
5,1992,Albania,M,"709,452,584",251
7,1992,Albania,M,"709,452,584",251
7,1992,Albania,F,"709,452,584",251
4,1992,Albania,F,"709,452,584",251
2,1992,Albania,F,"709,452,584",251
1,1992,Albania,F,"709,452,584",251
18,1993,Albania,M,"1,228,071,038",437
7,1993,Albania,M,"1,228,071,038",437
1,1993,Albania,M,"1,228,071,038",437
9,1993,Albania,M,"1,228,071,038",437
10,1993,Albania,F,"1,228,071,038",437
10,1993,Albania,M,"1,228,071,038",437
7,1993,Albania,F,"1,228,071,038",437
7,1993,Albania,F,"1,228,071,038",437
2,1993,Albania,F,"1,228,071,038",437
1,1993,Albania,F,"1,228,071,038",437
1,1993,Albania,M,"1,228,071,038",437
2,1994,Albania,M,"1,985,673,798",697
11,1994,Albania,M,"1,985,673,798",697
2,1994,Albania,F,"1,985,673,798",697
6,1994,Albania,M,"1,985,673,798",697
9,1994,Albania,M,"1,985,673,798",697
6,1994,Albania,M,"1,985,673,798",697
6,1994,Albania,F,"1,985,673,798",697
4,1994,Albania,F,"1,985,673,798",697
2,1994,Albania,F,"1,985,673,798",697
1,1994,Albania,F,"1,985,673,798",697
1,1994,Albania,M,"1,985,673,798",697
13,1995,Albania,M,"2,424,499,009",835
9,1995,Albania,M,"2,424,499,009",835
2,1995,Albania,F,"2,424,499,009",835
13,1995,Albania,F,"2,424,499,009",835
11,1995,Albania,M,"2,424,499,009",835
1,1995,Albania,M,"2,424,499,009",835
14,1995,Albania,M,"2,424,499,009",835
7,1995,Albania,F,"2,424,499,009",835
8,1995,Albania,F,"2,424,499,009",835
6,1995,Albania,M,"2,424,499,009",835
2,1995,Albania,F,"2,424,499,009",835
2,1995,Albania,F,"2,424,499,009",835
2,1996,Albania,M,"3,314,898,292",1127
17,1996,Albania,M,"3,314,898,292",1127
14,1996,Albania,M,"3,314,898,292",1127
16,1996,Albania,F,"3,314,898,292",1127
2,1996,Albania,F,"3,314,898,292",1127
10,1996,Albania,F,"3,314,898,292",1127
12,1996,Albania,M,"3,314,898,292",1127
9,1996,Albania,F,"3,314,898,292",1127
3,1996,Albania,M,"3,314,898,292",1127
1,1996,Albania,F,"3,314,898,292",1127
2,1996,Albania,M,"3,314,898,292",1127
1,1996,Albania,F,"3,314,898,292",1127
36,1997,Albania,M,"2,359,903,108",793
33,1997,Albania,M,"2,359,903,108",793
3,1997,Albania,M,"2,359,903,108",793
30,1997,Albania,M,"2,359,903,108",793
21,1997,Albania,F,"2,359,903,108",793
12,1997,Albania,M,"2,359,903,108",793
16,1997,Albania,F,"2,359,903,108",793
2,1997,Albania,F,"2,359,903,108",793
7,1997,Albania,F,"2,359,903,108",793
6,1997,Albania,F,"2,359,903,108",793
4,1997,Albania,M,"2,359,903,108",793
3,1998,Albania,M,"2,707,123,772",899
27,1998,Albania,M,"2,707,123,772",899
32,1998,Albania,F,"2,707,123,772",899
26,1998,Albania,M,"2,707,123,772",899
29,1998,Albania,M,"2,707,123,772",899
9,1998,Albania,M,"2,707,123,772",899
10,1998,Albania,F,"2,707,123,772",899
6,1998,Albania,F,"2,707,123,772",899
9,1998,Albania,F,"2,707,123,772",899
2,1998,Albania,M,"2,707,123,772",899
1,1998,Albania,F,"2,707,123,772",899
3,1999,Albania,M,"3,414,760,915",1127
24,1999,Albania,M,"3,414,760,915",1127
4,1999,Albania,F,"3,414,760,915",1127
31,1999,Albania,M,"3,414,760,915",1127
19,1999,Albania,M,"3,414,760,915",1127
14,1999,Albania,M,"3,414,760,915",1127
19,1999,Albania,F,"3,414,760,915",1127
13,1999,Albania,F,"3,414,760,915",1127
6,1999,Albania,F,"3,414,760,915",1127
5,1999,Albania,F,"3,414,760,915",1127
1,1999,Albania,F,"3,414,760,915",1127
17,2000,Albania,M,"3,632,043,908",1299
10,2000,Albania,M,"3,632,043,908",1299
2,2000,Albania,F,"3,632,043,908",1299
1,2000,Albania,M,"3,632,043,908",1299
6,2000,Albania,F,"3,632,043,908",1299
5,2000,Albania,M,"3,632,043,908",1299
5,2000,Albania,F,"3,632,043,908",1299
3,2000,Albania,F,"3,632,043,908",1299
4,2000,Albania,M,"3,632,043,908",1299
1,2000,Albania,M,"3,632,043,908",1299
22,2001,Albania,M,"4,060,758,804",1451
34,2001,Albania,M,"4,060,758,804",1451
11,2001,Albania,M,"4,060,758,804",1451
2,2001,Albania,F,"4,060,758,804",1451
10,2001,Albania,M,"4,060,758,804",1451
9,2001,Albania,F,"4,060,758,804",1451
12,2001,Albania,F,"4,060,758,804",1451
1,2001,Albania,M,"4,060,758,804",1451
6,2001,Albania,F,"4,060,758,804",1451
6,2001,Albania,M,"4,060,758,804",1451
4,2001,Albania,F,"4,060,758,804",1451
2,2001,Albania,F,"4,060,758,804",1451
4,2002,Albania,M,"4,435,078,648",1573
23,2002,Albania,M,"4,435,078,648",1573
35,2002,Albania,M,"4,435,078,648",1573
13,2002,Albania,M,"4,435,078,648",1573
15,2002,Albania,M,"4,435,078,648",1573
14,2002,Albania,F,"4,435,078,648",1573
15,2002,Albania,F,"4,435,078,648",1573
7,2002,Albania,F,"4,435,078,648",1573
1,2002,Albania,F,"4,435,078,648",1573
4,2002,Albania,F,"4,435,078,648",1573
1,2002,Albania,F,"4,435,078,648",1573
1,2002,Albania,M,"4,435,078,648",1573
6,2003,Albania,F,"5,746,945,913",2021
16,2003,Albania,M,"5,746,945,913",2021
28,2003,Albania,M,"5,746,945,913",2021
15,2003,Albania,M,"5,746,945,913",2021
14,2003,Albania,F,"5,746,945,913",2021
9,2003,Albania,F,"5,746,945,913",2021
9,2003,Albania,M,"5,746,945,913",2021
9,2003,Albania,F,"5,746,945,913",2021
13,2003,Albania,F,"5,746,945,913",2021
1,2003,Albania,M,"5,746,945,913",2021
4,2003,Albania,M,"5,746,945,913",2021
4,2004,Albania,M,"7,314,865,176",2544
39,2004,Albania,M,"7,314,865,176",2544
16,2004,Albania,M,"7,314,865,176",2544
20,2004,Albania,F,"7,314,865,176",2544
19,2004,Albania,M,"7,314,865,176",2544
3,2004,Albania,F,"7,314,865,176",2544
11,2004,Albania,F,"7,314,865,176",2544
10,2004,Albania,M,"7,314,865,176",2544
17,2004,Albania,F,"7,314,865,176",2544
3,2004,Albania,F,"7,314,865,176",2544
3,2004,Albania,F,"7,314,865,176",2544
1,2004,Albania,M,"7,314,865,176",2544
8,2007,Albania,M,"10,701,011,897",3863
29,2007,Albania,M,"10,701,011,897",3863
14,2007,Albania,M,"10,701,011,897",3863
3,2007,Albania,F,"10,701,011,897",3863
9,2007,Albania,M,"10,701,011,897",3863
13,2007,Albania,F,"10,701,011,897",3863
13,2007,Albania,M,"10,701,011,897",3863
8,2007,Albania,F,"10,701,011,897",3863
9,2007,Albania,F,"10,701,011,897",3863
14,2007,Albania,F,"10,701,011,897",3863
4,2007,Albania,M,"10,701,011,897",3863
21,2008,Albania,M,"12,881,352,688",4672
37,2008,Albania,M,"12,881,352,688",4672
21,2008,Albania,M,"12,881,352,688",4672
5,2008,Albania,F,"12,881,352,688",4672
20,2008,Albania,F,"12,881,352,688",4672
9,2008,Albania,F,"12,881,352,688",4672
19,2008,Albania,F,"12,881,352,688",4672
2,2008,Albania,M,"12,881,352,688",4672
11,2008,Albania,M,"12,881,352,688",4672
7,2008,Albania,F,"12,881,352,688",4672
7,2008,Albania,M,"12,881,352,688",4672
1,2008,Albania,F,"12,881,352,688",4672
20,2010,Albania,M,"11,926,953,259",4359
20,2010,Albania,M,"11,926,953,259",4359
9,2010,Albania,M,"11,926,953,259",4359
2,2010,Albania,M,"11,926,953,259",4359
10,2010,Albania,M,"11,926,953,259",4359
6,2010,Albania,F,"11,926,953,259",4359
2,2010,Albania,F,"11,926,953,259",4359
12,2010,Albania,F,"11,926,953,259",4359
7,2010,Albania,F,"11,926,953,259",4359
6,2010,Albania,F,"11,926,953,259",4359
2,2010,Albania,F,"11,926,953,259",4359
1,1990,Antigua and Barbuda,M,"459,469,074",7744
1,1993,Antigua and Barbuda,M,"535,172,778",8453
1,2000,Antigua and Barbuda,M,"830,158,778",11021
1,2000,Antigua and Barbuda,M,"830,158,778",11021
2,2001,Antigua and Barbuda,M,"800,740,259",10468
1,2003,Antigua and Barbuda,M,"855,643,111",10878
1,2004,Antigua and Barbuda,M,"919,577,148",11535
1,2004,Antigua and Barbuda,M,"919,577,148",11535
1,2007,Antigua and Barbuda,M,"1,311,401,333",15775
1,2015,Antigua and Barbuda,F,"1,364,863,037",14853
202,1985,Argentina,M,"88,416,668,900",3264
485,1985,Argentina,M,"88,416,668,900",3264
414,1985,Argentina,M,"88,416,668,900",3264
210,1985,Argentina,F,"88,416,668,900",3264
177,1985,Argentina,M,"88,416,668,900",3264
41,1985,Argentina,F,"88,416,668,900",3264
156,1985,Argentina,M,"88,416,668,900",3264
142,1985,Argentina,F,"88,416,668,900",3264
65,1985,Argentina,F,"88,416,668,900",3264
69,1985,Argentina,F,"88,416,668,900",3264
16,1985,Argentina,M,"88,416,668,900",3264
11,1985,Argentina,F,"88,416,668,900",3264
230,1986,Argentina,M,"110,934,442,763",4072
530,1986,Argentina,M,"110,934,442,763",4072
478,1986,Argentina,M,"110,934,442,763",4072
209,1986,Argentina,M,"110,934,442,763",4072
48,1986,Argentina,F,"110,934,442,763",4072
201,1986,Argentina,F,"110,934,442,763",4072
186,1986,Argentina,M,"110,934,442,763",4072
188,1986,Argentina,F,"110,934,442,763",4072
96,1986,Argentina,F,"110,934,442,763",4072
101,1986,Argentina,F,"110,934,442,763",4072
10,1986,Argentina,M,"110,934,442,763",4072
7,1986,Argentina,F,"110,934,442,763",4072
200,1987,Argentina,M,"111,106,191,358",4026
532,1987,Argentina,M,"111,106,191,358",4026
482,1987,Argentina,M,"111,106,191,358",4026
57,1987,Argentina,F,"111,106,191,358",4026
224,1987,Argentina,F,"111,106,191,358",4026
192,1987,Argentina,M,"111,106,191,358",4026
179,1987,Argentina,M,"111,106,191,358",4026
209,1987,Argentina,F,"111,106,191,358",4026
89,1987,Argentina,F,"111,106,191,358",4026
93,1987,Argentina,F,"111,106,191,358",4026
15,1987,Argentina,M,"111,106,191,358",4026
14,1987,Argentina,F,"111,106,191,358",4026
216,1988,Argentina,M,"126,206,817,196",4458
550,1988,Argentina,M,"126,206,817,196",4458
477,1988,Argentina,M,"126,206,817,196",4458
61,1988,Argentina,F,"126,206,817,196",4458
233,1988,Argentina,F,"126,206,817,196",4458
215,1988,Argentina,M,"126,206,817,196",4458
211,1988,Argentina,M,"126,206,817,196",4458
198,1988,Argentina,F,"126,206,817,196",4458
101,1988,Argentina,F,"126,206,817,196",4458
61,1988,Argentina,F,"126,206,817,196",4458
20,1988,Argentina,M,"126,206,817,196",4458
11,1988,Argentina,F,"126,206,817,196",4458
208,1989,Argentina,M,"76,636,898,036",2670
548,1989,Argentina,M,"76,636,898,036",2670
462,1989,Argentina,M,"76,636,898,036",2670
65,1989,Argentina,F,"76,636,898,036",2670
219,1989,Argentina,M,"76,636,898,036",2670
201,1989,Argentina,F,"76,636,898,036",2670
186,1989,Argentina,M,"76,636,898,036",2670
166,1989,Argentina,F,"76,636,898,036",2670
83,1989,Argentina,F,"76,636,898,036",2670
80,1989,Argentina,F,"76,636,898,036",2670
18,1989,Argentina,M,"76,636,898,036",2670
11,1989,Argentina,F,"76,636,898,036",2670
226,1990,Argentina,M,"141,352,368,715",4859
502,1990,Argentina,M,"141,352,368,715",4859
439,1990,Argentina,M,"141,352,368,715",4859
61,1990,Argentina,F,"141,352,368,715",4859
182,1990,Argentina,M,"141,352,368,715",4859
190,1990,Argentina,F,"141,352,368,715",4859
174,1990,Argentina,M,"141,352,368,715",4859
163,1990,Argentina,F,"141,352,368,715",4859
91,1990,Argentina,F,"141,352,368,715",4859
76,1990,Argentina,F,"141,352,368,715",4859
22,1990,Argentina,M,"141,352,368,715",4859
14,1990,Argentina,F,"141,352,368,715",4859
184,1991,Argentina,M,"189,719,984,268",6404
449,1991,Argentina,M,"189,719,984,268",6404
398,1991,Argentina,M,"189,719,984,268",6404
214,1991,Argentina,M,"189,719,984,268",6404
50,1991,Argentina,F,"189,719,984,268",6404
169,1991,Argentina,F,"189,719,984,268",6404
179,1991,Argentina,M,"189,719,984,268",6404
133,1991,Argentina,F,"189,719,984,268",6404
77,1991,Argentina,F,"189,719,984,268",6404
61,1991,Argentina,F,"189,719,984,268",6404
28,1991,Argentina,M,"189,719,984,268",6404
9,1991,Argentina,F,"189,719,984,268",6404
194,1992,Argentina,M,"228,788,617,202",7615
500,1992,Argentina,M,"228,788,617,202",7615
488,1992,Argentina,M,"228,788,617,202",7615
227,1992,Argentina,M,"228,788,617,202",7615
249,1992,Argentina,M,"228,788,617,202",7615
46,1992,Argentina,F,"228,788,617,202",7615
147,1992,Argentina,F,"228,788,617,202",7615
140,1992,Argentina,F,"228,788,617,202",7615
79,1992,Argentina,F,"228,788,617,202",7615
79,1992,Argentina,F,"228,788,617,202",7615
22,1992,Argentina,M,"228,788,617,202",7615
13,1992,Argentina,F,"228,788,617,202",7615
229,1993,Argentina,M,"236,741,715,015",7768
520,1993,Argentina,M,"236,741,715,015",7768
495,1993,Argentina,M,"236,741,715,015",7768
233,1993,Argentina,M,"236,741,715,015",7768
58,1993,Argentina,F,"236,741,715,015",7768
235,1993,Argentina,M,"236,741,715,015",7768
126,1993,Argentina,F,"236,741,715,015",7768
144,1993,Argentina,F,"236,741,715,015",7768
76,1993,Argentina,F,"236,741,715,015",7768
73,1993,Argentina,F,"236,741,715,015",7768
25,1993,Argentina,M,"236,741,715,015",7768
16,1993,Argentina,F,"236,741,715,015",7768
192,1994,Argentina,M,"257,440,000,000",8328
509,1994,Argentina,M,"257,440,000,000",8328
527,1994,Argentina,M,"257,440,000,000",8328
226,1994,Argentina,M,"257,440,000,000",8328
250,1994,Argentina,M,"257,440,000,000",8328
135,1994,Argentina,F,"257,440,000,000",8328
34,1994,Argentina,F,"257,440,000,000",8328
160,1994,Argentina,F,"257,440,000,000",8328
98,1994,Argentina,F,"257,440,000,000",8328
72,1994,Argentina,F,"257,440,000,000",8328
27,1994,Argentina,M,"257,440,000,000",8328
11,1994,Argentina,F,"257,440,000,000",8328
190,1995,Argentina,M,"258,031,750,000",8232
515,1995,Argentina,M,"258,031,750,000",8232
485,1995,Argentina,M,"258,031,750,000",8232
218,1995,Argentina,M,"258,031,750,000",8232
277,1995,Argentina,M,"258,031,750,000",8232
49,1995,Argentina,F,"258,031,750,000",8232
134,1995,Argentina,F,"258,031,750,000",8232
139,1995,Argentina,F,"258,031,750,000",8232
101,1995,Argentina,F,"258,031,750,000",8232
62,1995,Argentina,F,"258,031,750,000",8232
19,1995,Argentina,F,"258,031,750,000",8232
15,1995,Argentina,M,"258,031,750,000",8232
189,1996,Argentina,M,"272,149,750,000",8563
464,1996,Argentina,M,"272,149,750,000",8563
524,1996,Argentina,M,"272,149,750,000",8563
226,1996,Argentina,M,"272,149,750,000",8563
280,1996,Argentina,M,"272,149,750,000",8563
59,1996,Argentina,F,"272,149,750,000",8563
131,1996,Argentina,F,"272,149,750,000",8563
176,1996,Argentina,F,"272,149,750,000",8563
105,1996,Argentina,F,"272,149,750,000",8563
52,1996,Argentina,F,"272,149,750,000",8563
14,1996,Argentina,M,"272,149,750,000",8563
9,1996,Argentina,F,"272,149,750,000",8563
195,1997,Argentina,M,"292,859,000,000",9057
457,1997,Argentina,M,"292,859,000,000",9057
501,1997,Argentina,M,"292,859,000,000",9057
213,1997,Argentina,M,"292,859,000,000",9057
260,1997,Argentina,M,"292,859,000,000",9057
47,1997,Argentina,F,"292,859,000,000",9057
131,1997,Argentina,F,"292,859,000,000",9057
165,1997,Argentina,F,"292,859,000,000",9057
113,1997,Argentina,F,"292,859,000,000",9057
72,1997,Argentina,F,"292,859,000,000",9057
19,1997,Argentina,M,"292,859,000,000",9057
11,1997,Argentina,F,"292,859,000,000",9057
201,1998,Argentina,M,"298,948,250,000",9126
518,1998,Argentina,M,"298,948,250,000",9126
508,1998,Argentina,M,"298,948,250,000",9126
327,1998,Argentina,M,"298,948,250,000",9126
251,1998,Argentina,M,"298,948,250,000",9126
53,1998,Argentina,F,"298,948,250,000",9126
140,1998,Argentina,F,"298,948,250,000",9126
114,1998,Argentina,F,"298,948,250,000",9126
147,1998,Argentina,F,"298,948,250,000",9126
52,1998,Argentina,F,"298,948,250,000",9126
20,1998,Argentina,F,"298,948,250,000",9126
16,1998,Argentina,M,"298,948,250,000",9126
204,1999,Argentina,M,"283,523,000,000",8546
540,1999,Argentina,M,"283,523,000,000",8546
545,1999,Argentina,M,"283,523,000,000",8546
355,1999,Argentina,M,"283,523,000,000",8546
265,1999,Argentina,M,"283,523,000,000",8546
137,1999,Argentina,F,"283,523,000,000",8546
44,1999,Argentina,F,"283,523,000,000",8546
141,1999,Argentina,F,"283,523,000,000",8546
101,1999,Argentina,F,"283,523,000,000",8546
50,1999,Argentina,F,"283,523,000,000",8546
21,1999,Argentina,M,"283,523,000,000",8546
20,1999,Argentina,F,"283,523,000,000",8546
232,2000,Argentina,M,"284,203,750,000",8462
602,2000,Argentina,M,"284,203,750,000",8462
578,2000,Argentina,M,"284,203,750,000",8462
463,2000,Argentina,M,"284,203,750,000",8462
331,2000,Argentina,M,"284,203,750,000",8462
133,2000,Argentina,F,"284,203,750,000",8462
43,2000,Argentina,F,"284,203,750,000",8462
174,2000,Argentina,F,"284,203,750,000",8462
116,2000,Argentina,F,"284,203,750,000",8462
63,2000,Argentina,F,"284,203,750,000",8462
21,2000,Argentina,F,"284,203,750,000",8462
18,2000,Argentina,M,"284,203,750,000",8462
250,2001,Argentina,M,"268,696,750,000",7900
659,2001,Argentina,M,"268,696,750,000",7900
518,2001,Argentina,M,"268,696,750,000",7900
625,2001,Argentina,M,"268,696,750,000",7900
375,2001,Argentina,M,"268,696,750,000",7900
57,2001,Argentina,F,"268,696,750,000",7900
166,2001,Argentina,F,"268,696,750,000",7900
137,2001,Argentina,F,"268,696,750,000",7900
210,2001,Argentina,F,"268,696,750,000",7900
82,2001,Argentina,F,"268,696,750,000",7900
29,2001,Argentina,M,"268,696,750,000",7900
24,2001,Argentina,F,"268,696,750,000",7900
234,2002,Argentina,M,"97,724,004,252",2840
615,2002,Argentina,M,"97,724,004,252",2840
542,2002,Argentina,M,"97,724,004,252",2840
412,2002,Argentina,M,"97,724,004,252",2840
619,2002,Argentina,M,"97,724,004,252",2840
179,2002,Argentina,F,"97,724,004,252",2840
58,2002,Argentina,F,"97,724,004,252",2840
158,2002,Argentina,F,"97,724,004,252",2840
194,2002,Argentina,F,"97,724,004,252",2840
91,2002,Argentina,F,"97,724,004,252",2840
37,2002,Argentina,M,"97,724,004,252",2840
23,2002,Argentina,F,"97,724,004,252",2840
272,2003,Argentina,M,"127,586,973,492",3668
577,2003,Argentina,M,"127,586,973,492",3668
638,2003,Argentina,M,"127,586,973,492",3668
456,2003,Argentina,M,"127,586,973,492",3668
625,2003,Argentina,M,"127,586,973,492",3668
68,2003,Argentina,F,"127,586,973,492",3668
179,2003,Argentina,F,"127,586,973,492",3668
147,2003,Argentina,F,"127,586,973,492",3668
196,2003,Argentina,F,"127,586,973,492",3668
69,2003,Argentina,F,"127,586,973,492",3668
37,2003,Argentina,M,"127,586,973,492",3668
25,2003,Argentina,F,"127,586,973,492",3668
227,2004,Argentina,M,"164,657,930,453",4683
500,2004,Argentina,M,"164,657,930,453",4683
653,2004,Argentina,M,"164,657,930,453",4683
445,2004,Argentina,M,"164,657,930,453",4683
599,2004,Argentina,M,"164,657,930,453",4683
159,2004,Argentina,F,"164,657,930,453",4683
136,2004,Argentina,F,"164,657,930,453",4683
50,2004,Argentina,F,"164,657,930,453",4683
185,2004,Argentina,F,"164,657,930,453",4683
99,2004,Argentina,F,"164,657,930,453",4683
43,2004,Argentina,M,"164,657,930,453",4683
25,2004,Argentina,F,"164,657,930,453",4683
225,2005,Argentina,M,"198,737,095,012",5590
489,2005,Argentina,M,"198,737,095,012",5590
638,2005,Argentina,M,"198,737,095,012",5590
451,2005,Argentina,M,"198,737,095,012",5590
539,2005,Argentina,M,"198,737,095,012",5590
161,2005,Argentina,F,"198,737,095,012",5590
59,2005,Argentina,F,"198,737,095,012",5590
148,2005,Argentina,F,"198,737,095,012",5590
171,2005,Argentina,F,"198,737,095,012",5590
104,2005,Argentina,F,"198,737,095,012",5590
52,2005,Argentina,M,"198,737,095,012",5590
21,2005,Argentina,F,"198,737,095,012",5590
246,2006,Argentina,M,"232,557,260,817",6475
656,2006,Argentina,M,"232,557,260,817",6475
487,2006,Argentina,M,"232,557,260,817",6475
483,2006,Argentina,M,"232,557,260,817",6475
585,2006,Argentina,M,"232,557,260,817",6475
175,2006,Argentina,F,"232,557,260,817",6475
115,2006,Argentina,F,"232,557,260,817",6475
160,2006,Argentina,F,"232,557,260,817",6475
105,2006,Argentina,F,"232,557,260,817",6475
31,2006,Argentina,F,"232,557,260,817",6475
39,2006,Argentina,M,"232,557,260,817",6475
26,2006,Argentina,F,"232,557,260,817",6475
225,2007,Argentina,M,"287,530,508,431",7918
577,2007,Argentina,M,"287,530,508,431",7918
438,2007,Argentina,M,"287,530,508,431",7918
490,2007,Argentina,M,"287,530,508,431",7918
571,2007,Argentina,M,"287,530,508,431",7918
146,2007,Argentina,F,"287,530,508,431",7918
126,2007,Argentina,F,"287,530,508,431",7918
108,2007,Argentina,F,"287,530,508,431",7918
155,2007,Argentina,F,"287,530,508,431",7918
31,2007,Argentina,F,"287,530,508,431",7918
45,2007,Argentina,M,"287,530,508,431",7918
34,2007,Argentina,F,"287,530,508,431",7918
208,2008,Argentina,M,"361,558,037,110",9843
625,2008,Argentina,M,"361,558,037,110",9843
463,2008,Argentina,M,"361,558,037,110",9843
531,2008,Argentina,M,"361,558,037,110",9843
582,2008,Argentina,M,"361,558,037,110",9843
180,2008,Argentina,F,"361,558,037,110",9843
173,2008,Argentina,F,"361,558,037,110",9843
108,2008,Argentina,F,"361,558,037,110",9843
36,2008,Argentina,F,"361,558,037,110",9843
94,2008,Argentina,F,"361,558,037,110",9843
39,2008,Argentina,M,"361,558,037,110",9843
20,2008,Argentina,F,"361,558,037,110",9843
177,2009,Argentina,M,"332,976,484,578",8961
609,2009,Argentina,M,"332,976,484,578",8961
434,2009,Argentina,M,"332,976,484,578",8961
504,2009,Argentina,M,"332,976,484,578",8961
542,2009,Argentina,M,"332,976,484,578",8961
164,2009,Argentina,F,"332,976,484,578",8961
112,2009,Argentina,F,"332,976,484,578",8961
105,2009,Argentina,F,"332,976,484,578",8961
150,2009,Argentina,F,"332,976,484,578",8961
25,2009,Argentina,F,"332,976,484,578",8961
34,2009,Argentina,M,"332,976,484,578",8961
28,2009,Argentina,F,"332,976,484,578",8961
206,2010,Argentina,M,"423,627,422,092",11273
683,2010,Argentina,M,"423,627,422,092",11273
485,2010,Argentina,M,"423,627,422,092",11273
397,2010,Argentina,M,"423,627,422,092",11273
573,2010,Argentina,M,"423,627,422,092",11273
150,2010,Argentina,F,"423,627,422,092",11273
162,2010,Argentina,F,"423,627,422,092",11273
101,2010,Argentina,F,"423,627,422,092",11273
99,2010,Argentina,F,"423,627,422,092",11273
34,2010,Argentina,F,"423,627,422,092",11273
33,2010,Argentina,M,"423,627,422,092",11273
20,2010,Argentina,F,"423,627,422,092",11273
178,2011,Argentina,M,"530,163,281,575",13946
693,2011,Argentina,M,"530,163,281,575",13946
510,2011,Argentina,M,"530,163,281,575",13946
416,2011,Argentina,M,"530,163,281,575",13946
504,2011,Argentina,M,"530,163,281,575",13946
172,2011,Argentina,F,"530,163,281,575",13946
157,2011,Argentina,F,"530,163,281,575",13946
102,2011,Argentina,F,"530,163,281,575",13946
93,2011,Argentina,F,"530,163,281,575",13946
30,2011,Argentina,F,"530,163,281,575",13946
29,2011,Argentina,F,"530,163,281,575",13946
28,2011,Argentina,M,"530,163,281,575",13946
225,2012,Argentina,M,"545,982,375,701",14203
745,2012,Argentina,M,"545,982,375,701",14203
616,2012,Argentina,M,"545,982,375,701",14203
451,2012,Argentina,M,"545,982,375,701",14203
554,2012,Argentina,M,"545,982,375,701",14203
204,2012,Argentina,F,"545,982,375,701",14203
164,2012,Argentina,F,"545,982,375,701",14203
108,2012,Argentina,F,"545,982,375,701",14203
102,2012,Argentina,F,"545,982,375,701",14203
33,2012,Argentina,F,"545,982,375,701",14203
29,2012,Argentina,M,"545,982,375,701",14203
17,2012,Argentina,F,"545,982,375,701",14203
168,2013,Argentina,M,"552,025,140,252",14206
696,2013,Argentina,M,"552,025,140,252",14206
499,2013,Argentina,M,"552,025,140,252",14206
398,2013,Argentina,M,"552,025,140,252",14206
604,2013,Argentina,M,"552,025,140,252",14206
167,2013,Argentina,F,"552,025,140,252",14206
102,2013,Argentina,F,"552,025,140,252",14206
157,2013,Argentina,F,"552,025,140,252",14206
102,2013,Argentina,F,"552,025,140,252",14206
29,2013,Argentina,F,"552,025,140,252",14206
32,2013,Argentina,F,"552,025,140,252",14206
33,2013,Argentina,M,"552,025,140,252",14206
192,2014,Argentina,M,"526,319,673,732",13400
738,2014,Argentina,M,"526,319,673,732",13400
531,2014,Argentina,M,"526,319,673,732",13400
405,2014,Argentina,M,"526,319,673,732",13400
644,2014,Argentina,M,"526,319,673,732",13400
204,2014,Argentina,F,"526,319,673,732",13400
196,2014,Argentina,F,"526,319,673,732",13400
118,2014,Argentina,F,"526,319,673,732",13400
109,2014,Argentina,F,"526,319,673,732",13400
25,2014,Argentina,F,"526,319,673,732",13400
35,2014,Argentina,F,"526,319,673,732",13400
34,2014,Argentina,M,"526,319,673,732",13400
245,2015,Argentina,M,"594,749,285,413",14981
656,2015,Argentina,M,"594,749,285,413",14981
431,2015,Argentina,M,"594,749,285,413",14981
465,2015,Argentina,M,"594,749,285,413",14981
633,2015,Argentina,M,"594,749,285,413",14981
153,2015,Argentina,F,"594,749,285,413",14981
125,2015,Argentina,F,"594,749,285,413",14981
114,2015,Argentina,F,"594,749,285,413",14981
166,2015,Argentina,F,"594,749,285,413",14981
27,2015,Argentina,F,"594,749,285,413",14981
39,2015,Argentina,M,"594,749,285,413",14981
19,2015,Argentina,F,"594,749,285,413",14981
25,1990,Armenia,M,"2,256,838,858",756
2,1990,Armenia,M,"2,256,838,858",756
11,1990,Armenia,M,"2,256,838,858",756
16,1990,Armenia,M,"2,256,838,858",756
15,1990,Armenia,F,"2,256,838,858",756
