suicides_no,year,country,sex,gdp_for_year,gdp_per_capita
138,1997,Sweden,F,"264,477,727,279",31821
84,1997,Sweden,F,"264,477,727,279",31821
43,1997,Sweden,F,"264,477,727,279",31821
42,1997,Sweden,F,"264,477,727,279",31821
34,1997,Sweden,F,"264,477,727,279",31821
3,1997,Sweden,F,"264,477,727,279",31821
3,1997,Sweden,M,"264,477,727,279",31821
129,1998,Sweden,M,"266,800,462,899",31966
250,1998,Sweden,M,"266,800,462,899",31966
325,1998,Sweden,M,"266,800,462,899",31966
119,1998,Sweden,M,"266,800,462,899",31966
59,1998,Sweden,F,"266,800,462,899",31966
107,1998,Sweden,F,"266,800,462,899",31966
57,1998,Sweden,M,"266,800,462,899",31966
119,1998,Sweden,F,"266,800,462,899",31966
35,1998,Sweden,F,"266,800,462,899",31966
28,1998,Sweden,F,"266,800,462,899",31966
2,1998,Sweden,M,"266,800,462,899",31966
1,1998,Sweden,F,"266,800,462,899",31966
122,1999,Sweden,M,"270,847,937,645",32328
239,1999,Sweden,M,"270,847,937,645",32328
317,1999,Sweden,M,"270,847,937,645",32328
103,1999,Sweden,M,"270,847,937,645",32328
78,1999,Sweden,M,"270,847,937,645",32328
141,1999,Sweden,F,"270,847,937,645",32328
52,1999,Sweden,F,"270,847,937,645",32328
88,1999,Sweden,F,"270,847,937,645",32328
45,1999,Sweden,F,"270,847,937,645",32328
32,1999,Sweden,F,"270,847,937,645",32328
3,1999,Sweden,M,"270,847,937,645",32328
128,2000,Sweden,M,"259,802,012,617",30896
221,2000,Sweden,M,"259,802,012,617",30896
275,2000,Sweden,M,"259,802,012,617",30896
114,2000,Sweden,M,"259,802,012,617",30896
63,2000,Sweden,M,"259,802,012,617",30896
100,2000,Sweden,F,"259,802,012,617",30896
123,2000,Sweden,F,"259,802,012,617",30896
49,2000,Sweden,F,"259,802,012,617",30896
26,2000,Sweden,F,"259,802,012,617",30896
30,2000,Sweden,F,"259,802,012,617",30896
1,2000,Sweden,F,"259,802,012,617",30896
1,2000,Sweden,M,"259,802,012,617",30896
129,2001,Sweden,M,"239,917,320,967",28429
228,2001,Sweden,M,"239,917,320,967",28429
311,2001,Sweden,M,"239,917,320,967",28429
104,2001,Sweden,M,"239,917,320,967",28429
63,2001,Sweden,F,"239,917,320,967",28429
116,2001,Sweden,F,"239,917,320,967",28429
135,2001,Sweden,F,"239,917,320,967",28429
59,2001,Sweden,M,"239,917,320,967",28429
29,2001,Sweden,F,"239,917,320,967",28429
18,2001,Sweden,F,"239,917,320,967",28429
3,2001,Sweden,F,"239,917,320,967",28429
2,2001,Sweden,M,"239,917,320,967",28429
112,2002,Sweden,M,"263,926,220,333",31175
252,2002,Sweden,M,"263,926,220,333",31175
315,2002,Sweden,M,"263,926,220,333",31175
101,2002,Sweden,M,"263,926,220,333",31175
78,2002,Sweden,M,"263,926,220,333",31175
102,2002,Sweden,F,"263,926,220,333",31175
49,2002,Sweden,F,"263,926,220,333",31175
105,2002,Sweden,F,"263,926,220,333",31175
36,2002,Sweden,F,"263,926,220,333",31175
23,2002,Sweden,F,"263,926,220,333",31175
4,2002,Sweden,M,"263,926,220,333",31175
3,2002,Sweden,F,"263,926,220,333",31175
105,2003,Sweden,M,"331,108,912,605",38997
225,2003,Sweden,M,"331,108,912,605",38997
300,2003,Sweden,M,"331,108,912,605",38997
85,2003,Sweden,M,"331,108,912,605",38997
60,2003,Sweden,M,"331,108,912,605",38997
50,2003,Sweden,F,"331,108,912,605",38997
58,2003,Sweden,F,"331,108,912,605",38997
92,2003,Sweden,F,"331,108,912,605",38997
99,2003,Sweden,F,"331,108,912,605",38997
35,2003,Sweden,F,"331,108,912,605",38997
2,2003,Sweden,F,"331,108,912,605",38997
1,2003,Sweden,M,"331,108,912,605",38997
109,2004,Sweden,M,"381,705,425,302",44831
248,2004,Sweden,M,"381,705,425,302",44831
300,2004,Sweden,M,"381,705,425,302",44831
90,2004,Sweden,M,"381,705,425,302",44831
84,2004,Sweden,M,"381,705,425,302",44831
107,2004,Sweden,F,"381,705,425,302",44831
43,2004,Sweden,F,"381,705,425,302",44831
103,2004,Sweden,F,"381,705,425,302",44831
32,2004,Sweden,F,"381,705,425,302",44831
32,2004,Sweden,F,"381,705,425,302",44831
4,2004,Sweden,F,"381,705,425,302",44831
3,2004,Sweden,M,"381,705,425,302",44831
117,2005,Sweden,M,"389,042,298,377",45563
253,2005,Sweden,M,"389,042,298,377",45563
297,2005,Sweden,M,"389,042,298,377",45563
95,2005,Sweden,M,"389,042,298,377",45563
121,2005,Sweden,F,"389,042,298,377",45563
68,2005,Sweden,M,"389,042,298,377",45563
135,2005,Sweden,F,"389,042,298,377",45563
48,2005,Sweden,F,"389,042,298,377",45563
40,2005,Sweden,F,"389,042,298,377",45563
36,2005,Sweden,F,"389,042,298,377",45563
5,2005,Sweden,M,"389,042,298,377",45563
4,2005,Sweden,F,"389,042,298,377",45563
114,2006,Sweden,M,"420,032,121,656",48977
265,2006,Sweden,M,"420,032,121,656",48977
284,2006,Sweden,M,"420,032,121,656",48977
79,2006,Sweden,M,"420,032,121,656",48977
73,2006,Sweden,M,"420,032,121,656",48977
143,2006,Sweden,F,"420,032,121,656",48977
49,2006,Sweden,F,"420,032,121,656",48977
94,2006,Sweden,F,"420,032,121,656",48977
51,2006,Sweden,F,"420,032,121,656",48977
41,2006,Sweden,F,"420,032,121,656",48977
2,2006,Sweden,F,"420,032,121,656",48977
2,2006,Sweden,M,"420,032,121,656",48977
102,2007,Sweden,M,"487,816,328,342",56531
298,2007,Sweden,M,"487,816,328,342",56531
224,2007,Sweden,M,"487,816,328,342",56531
103,2007,Sweden,M,"487,816,328,342",56531
69,2007,Sweden,M,"487,816,328,342",56531
129,2007,Sweden,F,"487,816,328,342",56531
97,2007,Sweden,F,"487,816,328,342",56531
34,2007,Sweden,F,"487,816,328,342",56531
35,2007,Sweden,F,"487,816,328,342",56531
28,2007,Sweden,F,"487,816,328,342",56531
5,2007,Sweden,M,"487,816,328,342",56531
2,2007,Sweden,F,"487,816,328,342",56531
108,2008,Sweden,M,"513,965,650,650",59155
263,2008,Sweden,M,"513,965,650,650",59155
292,2008,Sweden,M,"513,965,650,650",59155
96,2008,Sweden,M,"513,965,650,650",59155
96,2008,Sweden,M,"513,965,650,650",59155
42,2008,Sweden,F,"513,965,650,650",59155
88,2008,Sweden,F,"513,965,650,650",59155
99,2008,Sweden,F,"513,965,650,650",59155
42,2008,Sweden,F,"513,965,650,650",59155
40,2008,Sweden,F,"513,965,650,650",59155
4,2008,Sweden,F,"513,965,650,650",59155
109,2009,Sweden,M,"429,657,033,108",49070
261,2009,Sweden,M,"429,657,033,108",49070
313,2009,Sweden,M,"429,657,033,108",49070
111,2009,Sweden,M,"429,657,033,108",49070
91,2009,Sweden,M,"429,657,033,108",49070
133,2009,Sweden,F,"429,657,033,108",49070
106,2009,Sweden,F,"429,657,033,108",49070
36,2009,Sweden,F,"429,657,033,108",49070
43,2009,Sweden,F,"429,657,033,108",49070
33,2009,Sweden,F,"429,657,033,108",49070
3,2009,Sweden,F,"429,657,033,108",49070
3,2009,Sweden,M,"429,657,033,108",49070
101,2010,Sweden,M,"488,377,689,565",55352
263,2010,Sweden,M,"488,377,689,565",55352
280,2010,Sweden,M,"488,377,689,565",55352
106,2010,Sweden,M,"488,377,689,565",55352
87,2010,Sweden,M,"488,377,689,565",55352
105,2010,Sweden,F,"488,377,689,565",55352
100,2010,Sweden,F,"488,377,689,565",55352
34,2010,Sweden,F,"488,377,689,565",55352
31,2010,Sweden,F,"488,377,689,565",55352
31,2010,Sweden,F,"488,377,689,565",55352
2,2010,Sweden,F,"488,377,689,565",55352
1,2010,Sweden,M,"488,377,689,565",55352
86,2011,Sweden,M,"563,109,663,291",63380
245,2011,Sweden,M,"563,109,663,291",63380
263,2011,Sweden,M,"563,109,663,291",63380
107,2011,Sweden,M,"563,109,663,291",63380
85,2011,Sweden,M,"563,109,663,291",63380
98,2011,Sweden,F,"563,109,663,291",63380
103,2011,Sweden,F,"563,109,663,291",63380
46,2011,Sweden,F,"563,109,663,291",63380
38,2011,Sweden,F,"563,109,663,291",63380
36,2011,Sweden,F,"563,109,663,291",63380
3,2011,Sweden,M,"563,109,663,291",63380
2,2011,Sweden,F,"563,109,663,291",63380
109,2012,Sweden,M,"543,880,647,757",60776
256,2012,Sweden,M,"543,880,647,757",60776
257,2012,Sweden,M,"543,880,647,757",60776
113,2012,Sweden,M,"543,880,647,757",60776
83,2012,Sweden,M,"543,880,647,757",60776
140,2012,Sweden,F,"543,880,647,757",60776
41,2012,Sweden,F,"543,880,647,757",60776
89,2012,Sweden,F,"543,880,647,757",60776
34,2012,Sweden,F,"543,880,647,757",60776
27,2012,Sweden,F,"543,880,647,757",60776
4,2012,Sweden,F,"543,880,647,757",60776
1,2012,Sweden,M,"543,880,647,757",60776
110,2013,Sweden,M,"578,742,001,488",64133
273,2013,Sweden,M,"578,742,001,488",64133
266,2013,Sweden,M,"578,742,001,488",64133
111,2013,Sweden,M,"578,742,001,488",64133
99,2013,Sweden,M,"578,742,001,488",64133
48,2013,Sweden,F,"578,742,001,488",64133
108,2013,Sweden,F,"578,742,001,488",64133
117,2013,Sweden,F,"578,742,001,488",64133
48,2013,Sweden,F,"578,742,001,488",64133
46,2013,Sweden,F,"578,742,001,488",64133
3,2013,Sweden,M,"578,742,001,488",64133
1,2013,Sweden,F,"578,742,001,488",64133
119,2014,Sweden,M,"573,817,719,109",62956
224,2014,Sweden,M,"573,817,719,109",62956
238,2014,Sweden,M,"573,817,719,109",62956
114,2014,Sweden,M,"573,817,719,109",62956
88,2014,Sweden,M,"573,817,719,109",62956
135,2014,Sweden,F,"573,817,719,109",62956
45,2014,Sweden,F,"573,817,719,109",62956
101,2014,Sweden,F,"573,817,719,109",62956
42,2014,Sweden,F,"573,817,719,109",62956
36,2014,Sweden,F,"573,817,719,109",62956
4,2014,Sweden,F,"573,817,719,109",62956
2,2014,Sweden,M,"573,817,719,109",62956
115,2015,Sweden,M,"497,918,109,302",54629
268,2015,Sweden,M,"497,918,109,302",54629
288,2015,Sweden,M,"497,918,109,302",54629
108,2015,Sweden,M,"497,918,109,302",54629
69,2015,Sweden,M,"497,918,109,302",54629
102,2015,Sweden,F,"497,918,109,302",54629
100,2015,Sweden,F,"497,918,109,302",54629
48,2015,Sweden,F,"497,918,109,302",54629
38,2015,Sweden,F,"497,918,109,302",54629
38,2015,Sweden,F,"497,918,109,302",54629
5,2015,Sweden,F,"497,918,109,302",54629
3,2015,Sweden,M,"497,918,109,302",54629
100,2016,Sweden,M,"514,459,972,806",55594
232,2016,Sweden,M,"514,459,972,806",55594
266,2016,Sweden,M,"514,459,972,806",55594
114,2016,Sweden,M,"514,459,972,806",55594
70,2016,Sweden,M,"514,459,972,806",55594
119,2016,Sweden,F,"514,459,972,806",55594
104,2016,Sweden,F,"514,459,972,806",55594
45,2016,Sweden,F,"514,459,972,806",55594
44,2016,Sweden,F,"514,459,972,806",55594
36,2016,Sweden,F,"514,459,972,806",55594
146,1995,Switzerland,M,"342,617,007,104",51774
262,1995,Switzerland,M,"342,617,007,104",51774
358,1995,Switzerland,M,"342,617,007,104",51774
146,1995,Switzerland,M,"342,617,007,104",51774
104,1995,Switzerland,M,"342,617,007,104",51774
143,1995,Switzerland,F,"342,617,007,104",51774
55,1995,Switzerland,F,"342,617,007,104",51774
130,1995,Switzerland,F,"342,617,007,104",51774
45,1995,Switzerland,F,"342,617,007,104",51774
28,1995,Switzerland,F,"342,617,007,104",51774
2,1995,Switzerland,M,"342,617,007,104",51774
136,1996,Switzerland,M,"330,091,688,350",49621
255,1996,Switzerland,M,"330,091,688,350",49621
357,1996,Switzerland,M,"330,091,688,350",49621
153,1996,Switzerland,M,"330,091,688,350",49621
105,1996,Switzerland,M,"330,091,688,350",49621
73,1996,Switzerland,F,"330,091,688,350",49621
126,1996,Switzerland,F,"330,091,688,350",49621
150,1996,Switzerland,F,"330,091,688,350",49621
50,1996,Switzerland,F,"330,091,688,350",49621
23,1996,Switzerland,F,"330,091,688,350",49621
4,1996,Switzerland,M,"330,091,688,350",49621
134,1997,Switzerland,M,"286,519,135,327",42923
229,1997,Switzerland,M,"286,519,135,327",42923
354,1997,Switzerland,M,"286,519,135,327",42923
92,1997,Switzerland,F,"286,519,135,327",42923
147,1997,Switzerland,M,"286,519,135,327",42923
97,1997,Switzerland,M,"286,519,135,327",42923
102,1997,Switzerland,F,"286,519,135,327",42923
117,1997,Switzerland,F,"286,519,135,327",42923
43,1997,Switzerland,F,"286,519,135,327",42923
23,1997,Switzerland,F,"286,519,135,327",42923
2,1997,Switzerland,M,"286,519,135,327",42923
1,1997,Switzerland,F,"286,519,135,327",42923
153,1998,Switzerland,M,"295,045,152,021",43872
271,1998,Switzerland,M,"295,045,152,021",43872
331,1998,Switzerland,M,"295,045,152,021",43872
159,1998,Switzerland,M,"295,045,152,021",43872
72,1998,Switzerland,F,"295,045,152,021",43872
92,1998,Switzerland,M,"295,045,152,021",43872
106,1998,Switzerland,F,"295,045,152,021",43872
129,1998,Switzerland,F,"295,045,152,021",43872
23,1998,Switzerland,F,"295,045,152,021",43872
30,1998,Switzerland,F,"295,045,152,021",43872
3,1998,Switzerland,M,"295,045,152,021",43872
2,1998,Switzerland,F,"295,045,152,021",43872
139,1999,Switzerland,M,"289,912,492,345",42859
235,1999,Switzerland,M,"289,912,492,345",42859
335,1999,Switzerland,M,"289,912,492,345",42859
133,1999,Switzerland,M,"289,912,492,345",42859
74,1999,Switzerland,F,"289,912,492,345",42859
85,1999,Switzerland,M,"289,912,492,345",42859
108,1999,Switzerland,F,"289,912,492,345",42859
125,1999,Switzerland,F,"289,912,492,345",42859
37,1999,Switzerland,F,"289,912,492,345",42859
21,1999,Switzerland,F,"289,912,492,345",42859
2,1999,Switzerland,F,"289,912,492,345",42859
2,1999,Switzerland,M,"289,912,492,345",42859
152,2000,Switzerland,M,"272,055,499,941",39952
239,2000,Switzerland,M,"272,055,499,941",39952
360,2000,Switzerland,M,"272,055,499,941",39952
147,2000,Switzerland,M,"272,055,499,941",39952
79,2000,Switzerland,F,"272,055,499,941",39952
79,2000,Switzerland,M,"272,055,499,941",39952
128,2000,Switzerland,F,"272,055,499,941",39952
124,2000,Switzerland,F,"272,055,499,941",39952
47,2000,Switzerland,F,"272,055,499,941",39952
20,2000,Switzerland,F,"272,055,499,941",39952
4,2000,Switzerland,M,"272,055,499,941",39952
1,2000,Switzerland,F,"272,055,499,941",39952
160,2001,Switzerland,M,"278,631,271,391",40582
263,2001,Switzerland,M,"278,631,271,391",40582
325,2001,Switzerland,M,"278,631,271,391",40582
86,2001,Switzerland,F,"278,631,271,391",40582
95,2001,Switzerland,M,"278,631,271,391",40582
101,2001,Switzerland,M,"278,631,271,391",40582
125,2001,Switzerland,F,"278,631,271,391",40582
123,2001,Switzerland,F,"278,631,271,391",40582
35,2001,Switzerland,F,"278,631,271,391",40582
21,2001,Switzerland,F,"278,631,271,391",40582
3,2001,Switzerland,F,"278,631,271,391",40582
1,2001,Switzerland,M,"278,631,271,391",40582
163,2002,Switzerland,M,"301,416,810,214",43419
268,2002,Switzerland,M,"301,416,810,214",43419
108,2002,Switzerland,F,"301,416,810,214",43419
332,2002,Switzerland,M,"301,416,810,214",43419
140,2002,Switzerland,M,"301,416,810,214",43419
147,2002,Switzerland,F,"301,416,810,214",43419
77,2002,Switzerland,M,"301,416,810,214",43419
151,2002,Switzerland,F,"301,416,810,214",43419
28,2002,Switzerland,F,"301,416,810,214",43419
31,2002,Switzerland,F,"301,416,810,214",43419
1,2002,Switzerland,F,"301,416,810,214",43419
148,2003,Switzerland,M,"352,914,820,747",50639
231,2003,Switzerland,M,"352,914,820,747",50639
115,2003,Switzerland,F,"352,914,820,747",50639
303,2003,Switzerland,M,"352,914,820,747",50639
79,2003,Switzerland,M,"352,914,820,747",50639
137,2003,Switzerland,F,"352,914,820,747",50639
85,2003,Switzerland,M,"352,914,820,747",50639
116,2003,Switzerland,F,"352,914,820,747",50639
28,2003,Switzerland,F,"352,914,820,747",50639
21,2003,Switzerland,F,"352,914,820,747",50639
4,2003,Switzerland,F,"352,914,820,747",50639
2,2003,Switzerland,M,"352,914,820,747",50639
160,2004,Switzerland,M,"394,163,688,621",56123
236,2004,Switzerland,M,"394,163,688,621",56123
107,2004,Switzerland,F,"394,163,688,621",56123
310,2004,Switzerland,M,"394,163,688,621",56123
146,2004,Switzerland,F,"394,163,688,621",56123
86,2004,Switzerland,M,"394,163,688,621",56123
64,2004,Switzerland,M,"394,163,688,621",56123
119,2004,Switzerland,F,"394,163,688,621",56123
34,2004,Switzerland,F,"394,163,688,621",56123
21,2004,Switzerland,F,"394,163,688,621",56123
1,2004,Switzerland,M,"394,163,688,621",56123
177,2005,Switzerland,M,"408,689,353,999",57790
253,2005,Switzerland,M,"408,689,353,999",57790
308,2005,Switzerland,M,"408,689,353,999",57790
95,2005,Switzerland,F,"408,689,353,999",57790
90,2005,Switzerland,M,"408,689,353,999",57790
69,2005,Switzerland,M,"408,689,353,999",57790
119,2005,Switzerland,F,"408,689,353,999",57790
123,2005,Switzerland,F,"408,689,353,999",57790
40,2005,Switzerland,F,"408,689,353,999",57790
23,2005,Switzerland,F,"408,689,353,999",57790
2,2005,Switzerland,M,"408,689,353,999",57790
163,2006,Switzerland,M,"430,921,192,375",60536
262,2006,Switzerland,M,"430,921,192,375",60536
108,2006,Switzerland,F,"430,921,192,375",60536
277,2006,Switzerland,M,"430,921,192,375",60536
95,2006,Switzerland,M,"430,921,192,375",60536
149,2006,Switzerland,F,"430,921,192,375",60536
64,2006,Switzerland,M,"430,921,192,375",60536
129,2006,Switzerland,F,"430,921,192,375",60536
34,2006,Switzerland,F,"430,921,192,375",60536
23,2006,Switzerland,F,"430,921,192,375",60536
3,2006,Switzerland,F,"430,921,192,375",60536
2,2006,Switzerland,M,"430,921,192,375",60536
191,2007,Switzerland,M,"479,913,034,322",66807
275,2007,Switzerland,M,"479,913,034,322",66807
122,2007,Switzerland,F,"479,913,034,322",66807
297,2007,Switzerland,M,"479,913,034,322",66807
138,2007,Switzerland,F,"479,913,034,322",66807
80,2007,Switzerland,M,"479,913,034,322",66807
74,2007,Switzerland,M,"479,913,034,322",66807
111,2007,Switzerland,F,"479,913,034,322",66807
36,2007,Switzerland,F,"479,913,034,322",66807
32,2007,Switzerland,F,"479,913,034,322",66807
3,2007,Switzerland,M,"479,913,034,322",66807
1,2007,Switzerland,F,"479,913,034,322",66807
175,2008,Switzerland,M,"554,363,487,120",76202
251,2008,Switzerland,M,"554,363,487,120",76202
117,2008,Switzerland,F,"554,363,487,120",76202
291,2008,Switzerland,M,"554,363,487,120",76202
160,2008,Switzerland,F,"554,363,487,120",76202
79,2008,Switzerland,M,"554,363,487,120",76202
64,2008,Switzerland,M,"554,363,487,120",76202
112,2008,Switzerland,F,"554,363,487,120",76202
35,2008,Switzerland,F,"554,363,487,120",76202
29,2008,Switzerland,F,"554,363,487,120",76202
1,2008,Switzerland,M,"554,363,487,120",76202
124,2009,Switzerland,M,"541,506,500,414",73529
242,2009,Switzerland,M,"541,506,500,414",73529
311,2009,Switzerland,M,"541,506,500,414",73529
75,2009,Switzerland,M,"541,506,500,414",73529
72,2009,Switzerland,M,"541,506,500,414",73529
41,2009,Switzerland,F,"541,506,500,414",73529
85,2009,Switzerland,F,"541,506,500,414",73529
106,2009,Switzerland,F,"541,506,500,414",73529
25,2009,Switzerland,F,"541,506,500,414",73529
20,2009,Switzerland,F,"541,506,500,414",73529
3,2009,Switzerland,M,"541,506,500,414",73529
1,2009,Switzerland,F,"541,506,500,414",73529
114,2010,Switzerland,M,"583,782,977,866",78474
220,2010,Switzerland,M,"583,782,977,866",78474
267,2010,Switzerland,M,"583,782,977,866",78474
74,2010,Switzerland,M,"583,782,977,866",78474
96,2010,Switzerland,F,"583,782,977,866",78474
47,2010,Switzerland,M,"583,782,977,866",78474
36,2010,Switzerland,F,"583,782,977,866",78474
103,2010,Switzerland,F,"583,782,977,866",78474
32,2010,Switzerland,F,"583,782,977,866",78474
15,2010,Switzerland,F,"583,782,977,866",78474
2,2010,Switzerland,M,"583,782,977,866",78474
125,2011,Switzerland,M,"699,579,638,638",93053
221,2011,Switzerland,M,"699,579,638,638",93053
261,2011,Switzerland,M,"699,579,638,638",93053
81,2011,Switzerland,M,"699,579,638,638",93053
67,2011,Switzerland,M,"699,579,638,638",93053
44,2011,Switzerland,F,"699,579,638,638",93053
94,2011,Switzerland,F,"699,579,638,638",93053
98,2011,Switzerland,F,"699,579,638,638",93053
25,2011,Switzerland,F,"699,579,638,638",93053
15,2011,Switzerland,F,"699,579,638,638",93053
2,2011,Switzerland,M,"699,579,638,638",93053
1,2011,Switzerland,F,"699,579,638,638",93053
129,2012,Switzerland,M,"668,043,614,123",87951
238,2012,Switzerland,M,"668,043,614,123",87951
251,2012,Switzerland,M,"668,043,614,123",87951
65,2012,Switzerland,M,"668,043,614,123",87951
66,2012,Switzerland,M,"668,043,614,123",87951
102,2012,Switzerland,F,"668,043,614,123",87951
41,2012,Switzerland,F,"668,043,614,123",87951
104,2012,Switzerland,F,"668,043,614,123",87951
29,2012,Switzerland,F,"668,043,614,123",87951
10,2012,Switzerland,F,"668,043,614,123",87951
3,2012,Switzerland,M,"668,043,614,123",87951
146,2013,Switzerland,M,"688,504,173,431",89634
253,2013,Switzerland,M,"688,504,173,431",89634
255,2013,Switzerland,M,"688,504,173,431",89634
78,2013,Switzerland,M,"688,504,173,431",89634
109,2013,Switzerland,F,"688,504,173,431",89634
52,2013,Switzerland,M,"688,504,173,431",89634
37,2013,Switzerland,F,"688,504,173,431",89634
100,2013,Switzerland,F,"688,504,173,431",89634
21,2013,Switzerland,F,"688,504,173,431",89634
17,2013,Switzerland,F,"688,504,173,431",89634
2,2013,Switzerland,M,"688,504,173,431",89634
1,2013,Switzerland,F,"688,504,173,431",89634
144,2014,Switzerland,M,"709,182,559,935",90809
249,2014,Switzerland,M,"709,182,559,935",90809
245,2014,Switzerland,M,"709,182,559,935",90809
68,2014,Switzerland,M,"709,182,559,935",90809
47,2014,Switzerland,F,"709,182,559,935",90809
48,2014,Switzerland,M,"709,182,559,935",90809
88,2014,Switzerland,F,"709,182,559,935",90809
95,2014,Switzerland,F,"709,182,559,935",90809
30,2014,Switzerland,F,"709,182,559,935",90809
14,2014,Switzerland,F,"709,182,559,935",90809
2,2014,Switzerland,F,"709,182,559,935",90809
2,2014,Switzerland,M,"709,182,559,935",90809
143,2015,Switzerland,M,"679,289,166,858",86068
264,2015,Switzerland,M,"679,289,166,858",86068
242,2015,Switzerland,M,"679,289,166,858",86068
80,2015,Switzerland,M,"679,289,166,858",86068
62,2015,Switzerland,M,"679,289,166,858",86068
41,2015,Switzerland,F,"679,289,166,858",86068
111,2015,Switzerland,F,"679,289,166,858",86068
82,2015,Switzerland,F,"679,289,166,858",86068
20,2015,Switzerland,F,"679,289,166,858",86068
24,2015,Switzerland,F,"679,289,166,858",86068
2,2015,Switzerland,F,"679,289,166,858",86068
2,2015,Switzerland,M,"679,289,166,858",86068
453,1985,Thailand,M,"38,900,692,712",840
211,1985,Thailand,M,"38,900,692,712",840
593,1985,Thailand,F,"38,900,692,712",840
573,1985,Thailand,M,"38,900,692,712",840
28,1985,Thailand,M,"38,900,692,712",840
448,1985,Thailand,M,"38,900,692,712",840
254,1985,Thailand,F,"38,900,692,712",840
236,1985,Thailand,F,"38,900,692,712",840
94,1985,Thailand,F,"38,900,692,712",840
17,1985,Thailand,F,"38,900,692,712",840
46,1985,Thailand,F,"38,900,692,712",840
29,1985,Thailand,M,"38,900,692,712",840
214,1986,Thailand,M,"43,096,746,122",911
449,1986,Thailand,M,"43,096,746,122",911
495,1986,Thailand,M,"43,096,746,122",911
555,1986,Thailand,M,"43,096,746,122",911
485,1986,Thailand,F,"43,096,746,122",911
22,1986,Thailand,M,"43,096,746,122",911
229,1986,Thailand,F,"43,096,746,122",911
204,1986,Thailand,F,"43,096,746,122",911
66,1986,Thailand,F,"43,096,746,122",911
8,1986,Thailand,F,"43,096,746,122",911
39,1986,Thailand,M,"43,096,746,122",911
32,1986,Thailand,F,"43,096,746,122",911
239,1987,Thailand,M,"50,535,438,696",1045
36,1987,Thailand,M,"50,535,438,696",1045
621,1987,Thailand,M,"50,535,438,696",1045
454,1987,Thailand,M,"50,535,438,696",1045
531,1987,Thailand,F,"50,535,438,696",1045
458,1987,Thailand,M,"50,535,438,696",1045
265,1987,Thailand,F,"50,535,438,696",1045
20,1987,Thailand,F,"50,535,438,696",1045
96,1987,Thailand,F,"50,535,438,696",1045
227,1987,Thailand,F,"50,535,438,696",1045
47,1987,Thailand,M,"50,535,438,696",1045
41,1987,Thailand,F,"50,535,438,696",1045
55,1990,Thailand,M,"85,343,063,966",1666
622,1990,Thailand,M,"85,343,063,966",1666
753,1990,Thailand,M,"85,343,063,966",1666
293,1990,Thailand,M,"85,343,063,966",1666
665,1990,Thailand,M,"85,343,063,966",1666
511,1990,Thailand,F,"85,343,063,966",1666
339,1990,Thailand,F,"85,343,063,966",1666
29,1990,Thailand,F,"85,343,063,966",1666
290,1990,Thailand,F,"85,343,063,966",1666
102,1990,Thailand,F,"85,343,063,966",1666
51,1990,Thailand,M,"85,343,063,966",1666
43,1990,Thailand,F,"85,343,063,966",1666
643,1991,Thailand,M,"98,234,695,722",1891
768,1991,Thailand,M,"98,234,695,722",1891
44,1991,Thailand,M,"98,234,695,722",1891
295,1991,Thailand,M,"98,234,695,722",1891
636,1991,Thailand,M,"98,234,695,722",1891
460,1991,Thailand,F,"98,234,695,722",1891
277,1991,Thailand,F,"98,234,695,722",1891
118,1991,Thailand,F,"98,234,695,722",1891
268,1991,Thailand,F,"98,234,695,722",1891
22,1991,Thailand,F,"98,234,695,722",1891
16,1991,Thailand,M,"98,234,695,722",1891
12,1991,Thailand,F,"98,234,695,722",1891
641,1992,Thailand,M,"111,452,869,378",2120
46,1992,Thailand,M,"111,452,869,378",2120
715,1992,Thailand,M,"111,452,869,378",2120
672,1992,Thailand,M,"111,452,869,378",2120
274,1992,Thailand,M,"111,452,869,378",2120
475,1992,Thailand,F,"111,452,869,378",2120
322,1992,Thailand,F,"111,452,869,378",2120
283,1992,Thailand,F,"111,452,869,378",2120
17,1992,Thailand,F,"111,452,869,378",2120
86,1992,Thailand,F,"111,452,869,378",2120
11,1992,Thailand,M,"111,452,869,378",2120
8,1992,Thailand,F,"111,452,869,378",2120
35,1994,Thailand,M,"146,683,499,006",2784
457,1994,Thailand,M,"146,683,499,006",2784
205,1994,Thailand,M,"146,683,499,006",2784
483,1994,Thailand,M,"146,683,499,006",2784
431,1994,Thailand,M,"146,683,499,006",2784
255,1994,Thailand,F,"146,683,499,006",2784
204,1994,Thailand,F,"146,683,499,006",2784
152,1994,Thailand,F,"146,683,499,006",2784
72,1994,Thailand,F,"146,683,499,006",2784
11,1994,Thailand,F,"146,683,499,006",2784
1,1994,Thailand,F,"146,683,499,006",2784
1,1994,Thailand,M,"146,683,499,006",2784
931,1995,Thailand,M,"169,278,552,851",3114
847,1995,Thailand,M,"169,278,552,851",3114
883,1995,Thailand,M,"169,278,552,851",3114
49,1995,Thailand,M,"169,278,552,851",3114
334,1995,Thailand,M,"169,278,552,851",3114
362,1995,Thailand,F,"169,278,552,851",3114
287,1995,Thailand,F,"169,278,552,851",3114
309,1995,Thailand,F,"169,278,552,851",3114
25,1995,Thailand,F,"169,278,552,851",3114
120,1995,Thailand,F,"169,278,552,851",3114
56,1995,Thailand,M,"169,278,552,851",3114
42,1995,Thailand,F,"169,278,552,851",3114
1040,1996,Thailand,M,"183,035,154,107",3324
